LGA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
LGA54340,16,90,22,0,129,18,94,13,0,129,43,211,37,4,290,50,170,46,0,261,43,179,31,0,256,69,190,17,0,268,44,147,20,0,204,16,78,11,0,108,9,28,5,0,39,302,1180,198,3,1684,18,79,30,0,123,20,88,14,0,118,49,171,23,0,249,62,131,31,0,222,64,161,14,0,236,67,163,18,0,251,61,143,22,0,216,27,75,18,0,122,13,36,16,0,59,364,1043,184,0,1593,31,170,53,0,254,39,187,32,0,251,92,383,62,4,537,111,298,72,0,482,100,340,46,0,485,135,350,40,0,521,102,285,35,0,419,42,155,32,0,226,18,64,17,0,94,665,2224,382,3,3275
LGA54410,5,19,7,0,24,7,14,4,0,23,7,42,8,0,56,14,34,8,0,55,16,44,10,0,76,22,63,13,0,101,21,57,7,0,85,10,34,15,0,53,0,6,3,0,11,105,309,68,0,485,3,21,5,0,26,7,12,3,0,20,11,32,3,0,43,23,27,7,0,60,18,44,9,0,81,26,61,13,0,99,17,41,6,0,66,6,38,4,0,56,4,24,6,0,31,115,313,55,0,477,8,41,8,0,56,10,28,6,0,39,15,72,12,0,102,45,63,5,0,111,40,93,22,0,151,47,130,23,0,196,37,101,12,0,146,17,68,22,0,110,4,29,11,0,43,219,621,126,0,962
LGA54480,0,10,0,0,10,0,12,5,0,12,4,18,3,0,29,18,15,11,0,44,14,23,3,0,46,7,19,4,0,28,3,15,7,0,25,0,8,0,0,9,0,0,0,0,0,61,111,27,0,202,0,0,0,0,3,0,10,0,0,10,8,20,4,0,33,28,10,3,0,40,10,22,9,0,37,10,12,0,0,20,6,14,0,0,24,3,0,0,0,10,0,0,0,0,0,64,77,19,0,170,0,12,3,0,11,0,19,5,0,19,22,35,9,0,60,44,24,13,0,79,29,41,9,0,81,18,23,4,0,48,14,26,10,0,46,5,8,0,0,18,0,0,0,0,0,129,193,50,0,373
LGA54550,6,18,3,0,27,3,36,0,0,37,22,61,9,0,85,55,73,9,0,137,40,63,10,0,109,53,110,22,0,177,38,63,4,0,103,28,28,15,0,71,7,14,0,0,23,241,457,74,0,769,7,16,7,0,23,10,20,5,0,30,33,45,8,0,90,50,54,5,0,114,58,57,8,0,117,49,76,18,0,139,43,45,9,0,96,27,33,9,0,77,8,21,0,0,34,285,369,72,0,721,12,34,8,0,53,15,53,3,0,71,54,103,20,0,175,109,121,22,0,248,97,115,19,0,230,97,180,36,0,317,81,109,9,0,199,53,67,23,0,137,16,36,6,0,55,520,817,143,0,1489
LGA54620,6,10,0,0,23,3,30,10,0,45,19,82,13,3,111,29,62,14,0,103,32,72,5,0,108,25,77,14,0,118,16,45,7,0,72,13,6,3,0,25,4,12,4,0,15,148,399,62,3,610,0,5,4,0,10,3,17,0,0,23,20,16,8,0,42,24,19,7,0,59,32,25,9,0,63,20,38,6,0,72,22,33,0,0,56,7,14,0,0,22,4,4,5,0,10,133,173,38,0,344,6,18,10,0,28,8,42,10,0,66,40,98,14,7,149,52,83,18,0,155,59,99,14,0,171,51,124,17,0,195,41,74,9,0,123,18,24,5,0,48,3,10,4,0,23,284,571,99,4,960
LGA54690,0,3,0,0,4,0,3,0,0,3,3,14,0,0,15,8,7,0,0,23,5,25,4,0,33,12,15,0,0,27,9,29,0,0,36,0,11,0,0,15,0,0,0,0,0,47,112,4,0,164,0,6,0,0,9,3,0,0,0,3,3,7,0,0,17,7,12,0,0,17,4,15,0,0,24,9,22,0,0,31,6,19,0,0,27,0,6,0,0,10,0,0,0,0,0,46,82,0,0,125,0,10,3,0,13,3,3,0,0,5,14,21,0,0,27,19,20,0,0,39,12,36,5,0,55,18,39,0,0,58,14,45,0,0,60,0,22,0,0,24,0,3,0,0,3,86,193,5,0,287
LGA54760,0,0,0,0,3,5,11,5,0,16,10,18,4,0,38,30,20,6,0,53,32,29,10,0,63,16,33,6,0,52,15,21,7,0,45,3,15,0,0,21,0,0,0,0,5,125,141,36,0,296,3,3,0,0,10,0,3,0,0,3,14,20,8,0,38,30,8,4,0,44,22,25,5,0,52,19,28,3,0,48,15,18,5,0,38,3,12,3,0,14,0,0,0,0,4,106,118,31,0,262,5,8,3,0,14,5,9,5,0,22,25,37,10,0,75,66,23,13,0,100,51,48,12,0,115,35,57,8,0,100,28,39,9,0,82,14,21,3,0,39,0,5,4,0,10,232,262,67,0,554
LGA54830,148,1099,135,0,1374,120,1221,224,0,1564,247,2833,657,8,3747,377,2920,525,5,3823,305,2217,271,0,2795,164,1643,125,3,1940,147,1037,83,13,1275,67,522,26,4,622,13,154,16,0,176,1582,13627,2059,40,17310,158,989,79,0,1222,165,1155,70,0,1394,385,3212,172,0,3775,569,2929,170,4,3669,381,2177,120,4,2680,268,1703,94,5,2073,205,1111,65,9,1391,68,576,38,0,687,12,208,17,0,238,2215,14059,813,29,17118,306,2083,207,0,2600,288,2377,287,0,2954,637,6045,822,13,7517,947,5844,699,3,7496,683,4394,394,7,5475,432,3347,216,14,4012,351,2145,148,22,2664,136,1095,64,10,1301,23,360,35,0,413,3800,27692,2871,68,34433
LGA54900,6,16,4,0,27,3,23,4,0,35,17,55,7,0,78,38,48,9,0,93,40,64,13,0,108,36,63,17,0,117,20,43,5,0,78,16,15,4,0,30,0,0,0,0,0,179,327,60,0,565,3,13,0,0,15,3,17,3,0,27,24,45,3,0,76,62,25,8,0,90,36,26,7,0,73,31,44,5,0,83,19,31,3,0,55,11,16,0,0,26,0,8,0,0,10,182,228,34,0,445,11,25,4,0,42,8,43,10,0,63,37,99,10,0,149,97,75,16,0,185,77,86,18,0,178,65,109,24,0,198,37,79,6,0,126,26,30,5,0,58,4,10,0,0,12,361,553,93,3,1012
LGA54970,0,19,11,0,36,15,76,79,0,166,32,314,355,3,707,29,306,349,5,696,36,322,363,4,730,27,265,261,0,552,3,55,44,0,110,0,9,3,0,12,0,0,0,0,0,147,1378,1464,18,3006,0,22,5,0,25,4,42,35,0,82,17,111,89,0,219,15,78,50,0,147,12,85,58,0,152,15,73,42,0,121,7,20,6,0,33,3,0,0,0,11,0,0,0,0,0,73,436,286,0,788,0,47,20,0,63,15,117,114,0,246,45,426,447,3,926,52,388,399,5,841,50,405,419,0,876,39,338,299,0,678,6,78,52,0,141,3,14,0,0,21,0,3,0,0,0,218,1810,1748,20,3796
LGA55040,4,17,13,0,35,7,93,123,0,230,22,327,362,4,719,35,270,317,4,623,40,222,254,0,507,14,167,166,3,353,15,79,45,0,129,3,16,5,0,24,0,0,0,0,3,141,1192,1276,18,2617,4,21,12,0,33,6,36,45,0,90,23,111,90,0,226,21,78,61,0,165,15,74,50,0,130,13,81,46,0,142,10,48,16,0,75,0,9,3,0,12,0,0,0,4,3,86,454,322,9,867,3,36,27,0,66,17,130,167,0,316,44,432,448,7,938,53,353,379,4,783,50,292,301,0,640,32,252,211,3,495,23,124,58,0,205,3,20,5,0,32,0,3,0,4,7,223,1647,1595,21,3489
LGA55110,341,2036,132,0,2508,167,1790,115,0,2081,311,3409,232,7,3952,525,3459,209,6,4202,529,3921,217,9,4676,528,4326,177,7,5040,757,4487,211,7,5464,486,2863,202,0,3548,77,880,123,0,1082,3730,27172,1613,39,32556,394,1873,130,0,2399,295,1804,113,5,2209,544,3966,228,9,4747,924,3993,253,3,5170,888,4475,241,3,5603,945,4889,189,6,6032,1068,4793,203,8,6077,546,3022,287,5,3861,95,1230,260,5,1589,5700,30041,1907,44,37695,742,3903,263,4,4912,460,3598,225,3,4287,848,7373,460,10,8701,1452,7452,456,15,9371,1421,8393,456,11,10286,1470,9214,368,17,11074,1830,9280,408,18,11540,1030,5890,490,3,7415,177,2111,382,5,2671,9428,57216,3523,85,70253
LGA55180,39,205,21,0,272,30,169,13,8,224,71,345,42,23,479,96,328,39,3,462,156,392,60,0,607,185,501,58,0,746,150,415,44,0,606,77,213,19,0,314,9,68,17,0,93,825,2629,313,34,3799,62,167,27,0,254,28,120,14,3,170,100,338,30,8,481,181,297,43,0,530,175,391,57,0,626,216,498,57,0,769,177,338,34,0,554,69,195,31,0,293,12,101,8,0,117,1010,2455,306,12,3789,102,374,49,0,525,59,290,31,9,389,174,689,71,26,956,275,625,86,3,990,335,782,117,0,1234,404,994,114,0,1511,326,751,85,0,1159,144,414,52,0,605,20,170,17,0,209,1836,5085,621,45,7581
LGA55250,0,22,11,0,32,3,66,43,0,118,24,225,124,8,374,20,174,114,3,313,25,177,111,4,315,21,155,76,0,247,24,78,26,0,127,7,15,13,0,36,0,0,0,0,0,118,914,514,7,1560,0,26,12,0,38,0,45,17,0,62,16,79,41,0,134,7,62,29,0,97,14,55,38,0,110,18,69,24,0,114,18,41,15,0,72,3,12,6,0,15,0,0,0,0,0,77,398,176,4,650,0,51,25,0,77,9,109,61,0,176,36,309,165,5,512,29,242,140,3,411,40,235,149,4,429,38,223,99,0,363,33,118,43,0,197,5,33,11,0,47,0,0,0,0,0,195,1313,698,12,2213
LGA55320,663,2477,98,6,3247,565,2355,104,0,3020,651,4300,221,15,5191,1039,4800,199,27,6067,1438,4633,189,20,6275,970,4643,192,26,5824,1027,4069,197,22,5318,552,2324,218,9,3103,112,996,176,0,1287,7015,30593,1591,128,39327,1032,2132,134,8,3309,836,2126,112,7,3078,911,4349,273,14,5548,1711,5132,242,18,7092,1895,5064,221,24,7203,1276,5285,208,22,6791,1229,4647,216,25,6121,636,2741,261,9,3641,105,1742,282,5,2139,9620,33220,1954,126,44924,1694,4608,234,12,6551,1394,4474,218,8,6100,1562,8654,497,32,10743,2743,9937,437,41,13162,3333,9693,409,45,13479,2246,9930,397,42,12612,2258,8719,417,48,11434,1190,5061,479,17,6743,221,2742,458,7,3422,16637,63811,3545,256,84251
LGA55390,0,8,5,0,11,5,46,34,3,92,10,142,109,0,258,21,136,121,0,270,13,132,90,0,235,10,74,65,0,146,0,35,20,0,60,4,3,6,0,11,0,0,0,0,0,59,584,447,4,1092,0,4,0,0,5,8,20,15,0,38,0,31,21,0,51,5,21,12,0,35,3,32,17,0,52,11,32,14,0,60,0,14,4,0,18,0,6,0,0,6,0,0,0,0,0,25,154,84,0,269,0,10,5,0,16,12,65,50,3,128,9,178,127,0,318,26,156,132,0,312,16,160,107,0,284,22,110,77,0,210,3,45,29,0,75,4,10,4,0,11,0,0,0,0,0,86,739,533,3,1358
LGA55460,13,54,16,0,81,7,79,18,0,105,38,140,33,0,208,47,113,31,0,187,43,152,27,0,220,58,149,25,0,226,37,133,27,0,197,12,53,15,0,80,9,20,3,0,27,252,894,193,0,1340,18,55,13,0,88,14,52,4,0,70,42,111,23,0,181,68,89,29,0,184,52,122,22,0,196,49,139,27,0,218,30,113,17,0,166,11,56,4,0,77,4,27,9,0,40,299,760,153,3,1209,33,107,29,0,167,20,133,23,0,174,77,256,56,0,384,113,200,60,0,370,96,271,47,0,421,104,290,52,0,444,70,249,45,0,363,26,107,20,0,157,8,49,9,0,68,551,1654,346,3,2545
LGA55530,0,6,0,0,6,6,5,0,0,10,10,8,0,0,22,8,17,0,0,25,11,17,9,0,34,10,34,18,0,60,5,37,15,0,60,4,15,14,0,24,0,0,4,0,7,50,139,57,0,250,5,3,0,0,6,0,7,0,0,11,9,8,0,0,22,18,12,5,0,33,7,21,8,0,31,11,22,12,0,47,7,18,13,0,42,0,10,5,0,16,0,0,0,0,0,55,98,43,0,201,5,6,0,0,7,3,16,0,0,18,18,22,3,0,40,28,25,6,0,57,24,34,14,0,72,25,58,32,0,106,11,56,28,0,99,10,23,18,0,41,0,0,5,0,4,104,237,105,0,450
LGA55600,10,46,10,0,60,5,44,15,20,79,19,86,25,26,158,28,78,17,9,126,40,96,23,0,161,49,122,30,0,200,33,92,14,0,140,20,41,14,0,76,8,6,0,0,15,209,612,149,51,1019,10,41,4,0,55,10,40,6,0,54,27,83,12,0,122,46,60,16,0,124,44,92,20,0,158,49,96,12,0,156,37,77,16,0,134,15,48,0,0,69,4,19,7,0,33,249,555,104,0,911,22,85,12,0,115,17,82,21,20,134,49,165,39,26,279,69,139,32,9,248,88,185,40,0,318,95,218,47,0,355,72,174,31,0,277,35,87,15,0,141,14,29,9,0,47,458,1166,252,51,1929
LGA55670,0,6,11,0,19,4,4,5,0,20,13,12,5,0,34,10,17,8,0,33,14,30,8,0,47,15,24,6,0,50,12,30,23,0,69,7,8,10,0,29,7,5,3,0,12,86,136,77,0,303,3,11,11,0,21,3,6,6,0,13,12,17,3,0,30,17,17,5,0,35,7,18,6,0,32,18,25,17,0,61,9,30,27,0,63,7,12,6,0,28,4,0,3,0,7,80,136,69,0,283,6,18,21,0,42,15,11,10,0,33,27,25,8,0,65,30,29,11,0,66,21,50,6,0,80,29,49,20,0,105,19,58,49,0,127,15,23,16,0,51,6,3,8,0,20,165,271,149,0,586
LGA55740,60,171,6,0,244,59,187,16,0,264,70,352,33,0,457,108,399,30,0,537,153,447,19,6,625,130,376,24,4,540,99,352,14,0,464,55,187,17,5,262,7,65,11,0,81,745,2526,171,17,3460,169,214,12,4,398,73,195,17,0,279,93,400,22,3,521,178,384,17,0,578,252,419,20,3,685,148,375,23,0,548,112,331,21,0,463,77,214,19,0,305,7,104,29,0,139,1101,2632,176,18,3923,231,392,20,4,639,133,380,29,0,539,163,749,61,7,970,283,780,45,0,1113,402,861,42,7,1314,278,755,51,7,1088,212,676,35,4,931,135,395,37,4,574,11,168,36,0,218,1846,5160,353,29,7379
LGA55810,0,0,5,0,8,3,16,20,0,45,9,67,82,0,159,15,66,92,0,179,14,88,98,0,192,11,72,68,0,150,20,30,32,0,81,3,9,9,0,20,0,0,0,0,0,70,356,417,0,842,0,9,12,0,16,0,9,11,0,24,3,30,38,0,68,10,25,35,0,74,4,28,33,0,62,16,37,34,0,87,11,25,11,0,52,6,3,0,0,10,0,0,0,0,0,54,163,176,0,391,0,10,20,0,30,7,29,34,0,71,12,94,118,0,227,21,95,131,0,252,14,112,126,0,254,26,108,100,0,240,31,60,43,0,137,4,12,10,0,24,0,7,0,0,3,120,519,590,0,1231
LGA55880,0,0,0,0,0,0,3,0,0,3,15,7,3,0,27,15,17,3,0,31,25,16,10,0,44,13,24,5,0,44,9,21,0,0,29,0,9,0,0,12,0,3,0,0,4,79,101,23,0,194,0,0,0,0,3,0,3,0,0,8,9,7,0,0,18,20,3,4,0,32,21,8,4,0,34,22,16,4,0,38,9,13,0,0,18,3,3,0,0,8,0,9,0,0,12,88,60,10,0,167,3,0,0,0,8,4,8,0,0,12,24,20,4,0,45,36,22,8,0,64,41,22,11,0,73,43,35,5,0,79,9,35,0,0,49,5,11,0,0,13,5,8,0,0,16,173,162,28,0,364
LGA55950,9,8,3,0,16,3,3,0,0,6,14,12,5,0,31,19,14,0,0,32,16,21,5,0,45,14,24,4,0,40,11,26,5,0,42,3,14,5,0,22,0,4,6,0,7,83,136,30,0,245,0,8,0,0,11,0,3,0,0,3,13,14,6,0,28,19,11,0,0,36,16,15,3,0,36,15,27,0,0,49,17,21,0,0,39,10,14,3,0,23,0,0,0,0,0,85,117,24,0,235,11,15,3,0,28,3,8,0,0,13,32,22,7,0,60,35,29,8,0,65,30,42,9,0,81,33,54,8,0,93,29,51,7,0,80,13,27,6,0,46,0,3,3,0,9,170,252,56,0,482
LGA56090,220,917,68,0,1207,126,776,208,0,1111,232,1361,691,5,2291,330,1502,620,3,2453,491,1805,372,3,2670,413,2016,211,7,2646,398,1591,100,4,2089,208,860,75,0,1147,22,239,44,0,305,2448,11066,2383,22,15920,248,830,41,0,1123,174,611,36,0,820,313,1395,82,4,1796,622,1563,78,0,2259,693,1943,93,6,2728,564,2106,77,0,2745,514,1640,75,0,2228,235,899,74,0,1205,33,325,75,0,432,3383,11312,630,19,15341,462,1752,111,0,2326,296,1389,245,0,1931,545,2754,778,10,4089,948,3061,700,3,4716,1186,3747,462,6,5399,977,4121,288,12,5397,913,3230,171,0,4319,443,1762,142,3,2352,57,561,121,0,734,5826,22379,3015,35,31259
LGA56160,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,9,3,0,15,3,9,0,0,12,4,10,0,0,13,5,11,0,0,13,0,0,0,0,0,0,0,0,0,0,14,46,9,0,68,0,0,0,0,0,0,0,0,0,0,6,10,0,0,14,0,8,0,0,9,3,7,0,0,12,0,8,0,0,12,5,11,0,0,15,0,0,0,0,0,0,0,0,0,0,21,42,6,0,71,0,0,0,0,0,0,0,0,0,0,4,16,0,0,23,5,16,4,0,24,9,11,6,0,26,5,11,0,0,22,7,24,5,0,35,0,0,0,0,0,0,0,0,0,0,35,94,10,0,136
LGA56230,73,381,38,0,488,52,325,27,0,402,75,652,44,0,776,113,672,57,0,844,146,812,69,0,1025,120,940,63,0,1121,186,906,71,0,1165,117,512,53,0,686,21,151,25,0,198,893,5352,452,6,6702,101,410,45,0,559,57,309,20,0,389,123,712,63,8,897,265,700,60,3,1027,210,846,64,0,1117,185,963,60,0,1211,238,876,59,0,1174,99,512,58,0,678,14,152,39,0,208,1297,5480,472,10,7259,174,793,82,0,1049,104,627,51,0,788,199,1367,105,4,1673,381,1368,122,3,1871,357,1659,129,3,2143,301,1899,122,0,2332,424,1779,131,3,2338,215,1031,113,0,1362,35,300,68,0,399,2190,10830,922,14,13965
LGA56300,8,19,6,0,35,0,10,0,0,16,4,30,10,3,49,19,65,11,0,96,21,54,18,0,91,36,79,16,0,130,65,97,20,0,181,21,40,13,0,79,0,9,0,0,15,184,412,92,3,687,3,13,3,0,24,0,5,0,4,11,11,29,11,0,54,28,46,19,0,97,25,45,8,0,83,45,94,16,0,162,51,80,10,0,146,22,31,11,0,65,0,11,6,0,18,199,373,92,0,661,15,35,12,0,59,5,19,0,4,22,15,64,17,3,104,46,114,31,0,189,46,104,23,0,177,81,174,32,0,288,121,181,36,0,330,47,71,26,0,144,0,24,3,0,26,377,783,183,3,1350
LGA56370,0,4,0,0,5,9,6,9,0,15,15,35,9,0,58,18,16,3,0,40,9,40,17,0,58,17,31,8,0,55,15,32,11,0,50,12,12,5,0,30,3,7,7,0,14,91,177,67,0,333,6,5,0,0,7,0,8,0,0,9,15,32,5,0,46,21,13,3,0,39,15,26,11,0,47,25,25,6,0,51,13,14,4,0,36,14,19,4,0,37,7,11,10,0,23,101,152,41,0,289,3,5,4,0,13,9,15,5,0,24,25,58,13,0,105,36,30,12,0,81,22,65,22,0,109,43,54,13,0,105,27,41,14,0,82,19,30,9,0,62,10,19,11,0,39,191,329,102,0,622
LGA56460,51,139,23,0,211,20,95,21,0,137,46,193,25,5,271,44,158,32,0,240,78,208,27,0,315,69,209,28,0,301,74,185,23,0,285,46,82,21,0,146,9,37,20,0,59,434,1308,211,9,1958,49,120,18,0,179,28,86,19,0,131,62,175,29,0,270,92,163,36,0,295,85,180,18,0,281,84,234,21,0,335,83,146,21,0,248,52,94,22,0,170,11,57,33,0,99,539,1252,212,0,2010,99,256,38,0,387,46,185,29,0,265,110,367,54,5,540,136,324,61,0,529,159,384,46,0,596,146,437,47,0,638,156,333,45,0,535,97,173,41,0,319,16,96,50,0,162,974,2561,426,8,3970
LGA56580,273,585,13,0,878,205,518,15,0,734,160,750,43,6,959,281,809,43,3,1138,416,1013,36,5,1472,351,916,20,7,1294,309,827,47,6,1191,175,522,35,0,737,39,210,35,5,290,2205,6155,288,31,8681,279,466,22,0,765,237,401,13,0,653,192,657,33,3,884,406,887,35,0,1334,599,1030,49,0,1675,406,993,37,12,1444,340,913,45,8,1304,176,567,55,0,807,37,331,57,0,426,2670,6248,336,27,9281,550,1058,34,3,1643,440,916,25,0,1385,350,1409,77,10,1839,684,1699,80,8,2472,1016,2040,83,5,3144,756,1905,55,16,2739,647,1743,88,12,2487,350,1094,92,0,1540,80,539,90,5,712,4873,12403,622,58,17959
LGA56620,0,56,4,0,70,3,48,12,0,58,3,84,25,0,115,9,83,15,0,116,4,67,25,0,94,4,47,19,0,73,3,21,3,0,31,0,6,0,0,7,0,0,0,0,0,31,420,108,3,563,0,46,15,0,64,0,42,12,0,59,11,101,18,0,132,4,83,17,0,105,0,91,16,0,111,6,60,12,0,84,0,27,8,0,31,0,9,0,0,10,0,0,0,0,0,30,458,99,0,587,0,104,26,0,131,3,92,21,0,118,10,184,44,5,248,15,169,33,0,218,9,157,38,0,206,9,110,36,3,155,5,47,9,0,58,0,17,3,0,21,0,5,0,0,3,62,881,206,3,1156
LGA56730,55,249,44,0,351,28,213,52,0,294,66,403,182,0,656,93,393,156,4,641,97,469,112,0,682,130,551,82,0,760,142,509,65,0,713,56,246,39,0,343,5,70,16,0,89,679,3110,739,3,4535,50,237,35,0,320,35,186,38,0,259,84,427,43,0,554,157,392,66,0,620,166,539,72,0,774,152,625,57,0,833,138,505,49,0,693,54,259,41,0,362,8,113,22,0,139,850,3276,422,3,4551,108,490,79,0,669,69,398,88,0,556,149,828,226,0,1210,251,782,224,6,1261,266,1009,180,6,1460,279,1180,131,0,1596,278,1014,113,0,1403,115,510,84,4,705,19,182,36,0,232,1529,6389,1161,6,9084
LGA56790,10,58,7,0,76,7,38,14,0,63,25,107,20,3,157,44,122,28,0,192,56,174,44,0,265,94,271,54,3,417,115,337,69,0,519,47,143,27,0,214,3,35,4,0,43,403,1283,260,7,1958,5,31,13,0,45,5,43,16,0,66,35,96,22,5,155,72,113,25,0,218,63,135,24,0,223,120,257,65,4,442,113,290,52,0,456,40,111,22,0,174,6,38,9,0,49,466,1117,256,3,1837,12,84,20,0,118,20,80,29,0,132,58,207,42,6,316,116,237,52,0,412,117,300,67,0,493,210,527,119,3,861,231,630,119,0,981,88,252,46,0,387,14,68,14,0,93,874,2397,513,13,3792
LGA56860,0,4,0,0,10,0,10,7,0,11,6,3,0,0,7,3,0,3,0,12,0,6,5,0,19,7,13,7,0,25,10,11,4,0,30,3,0,4,0,9,0,0,0,0,0,28,53,24,0,109,0,3,0,0,3,7,3,0,0,10,0,3,0,0,7,0,4,0,0,8,5,10,6,0,22,8,8,0,0,24,13,3,10,0,22,8,0,0,0,7,0,0,0,0,0,39,42,26,0,109,0,13,4,0,10,7,10,5,0,23,8,12,0,0,14,3,9,4,0,20,5,22,13,0,42,15,23,10,0,43,16,17,11,0,52,7,5,7,0,10,0,0,0,0,4,65,96,53,0,216
