LGA_CODE_2021,P_aged_15_yr_over_M,P_aged_15_yr_over_F,P_aged_15_yr_over_P,Lab_for_st_Empl_worked_ft_M,Lab_for_st_Empl_worked_ft_F,Lab_for_st_Empl_worked_ft_P,Lab_for_st_Empl_worked_pt_M,Lab_for_st_Empl_worked_pt_F,Lab_for_st_Empl_worked_pt_P,Lab_for_st_Empl_awy_frm_wrk_M,Lab_for_st_Empl_awy_frm_wrk_F,Lab_for_st_Empl_awy_frm_wrk_P,Lab_for_st_Unemp_lkg_fr_wrk_M,Lab_for_st_Unemp_lkg_fr_wrk_F,Lab_for_st_Unemp_lkg_fr_wrk_P,Lab_for_st_Tot_labour_force_M,Lab_for_st_Tot_labour_force_F,Lab_for_st_Tot_labour_force_P,Lab_for_st_N_the_lbour_frce_M,Lab_for_st_N_the_lbour_frce_F,Lab_for_st_N_the_lbour_frce_P,LFS_Percent_Unemployment_M,LFS_Percent_Unemployment_F,LFS_Percent_Unemployment_P,LFS_Percent_Lab_force_part_M,LFS_Percent_Lab_force_part_F,LFS_Percent_Lab_force_part_P,LFS_Percent_Emp_to_pop_M,LFS_Percent_Empl_to_pop_F,LFS_Percent_Emp_to_pop_P,High_N_sc_q_Postgrad_Deg_M,High_N_sc_q_Postgrad_Deg_F,High_N_sc_q_Postgrad_Deg_P,High_N_sc_q_Gra_Dip_Gra_Cer_M,High_N_sc_q_Gra_Dip_Gra_Cer_F,High_N_sc_q_Gra_Dip_Gra_Cer_P,High_N_sc_q_Bachelor_Deg_M,High_N_sc_q_Bachelor_Deg_F,High_N_sc_q_Bachelor_Deg_P,High_N_sc_q_Adv_Dip_Dip_M,High_N_sc_q_Adv_Dip_Dip_F,High_N_sc_q_Adv_Dip_Dip_P,High_N_sc_q_Cert3a4_Level_M,High_N_sc_q_Cert3a4_Level_F,High_N_sc_q_Cert3a4_Level_P,High_N_sc_q_Cert1a2_Level_M,High_N_sc_q_Cert1a2_Level_F,High_N_sc_q_Cert1a2_Level_P,High_N_sc_q_Certnfd_Level_M,High_N_sc_q_Certnfd_Level_F,High_N_sc_q_Certnfd_Level_P,High_N_sc_q_CertTot_Level_M,High_N_sc_q_CertTot_Level_F,High_N_sc_q_CertTot_Level_P,Mig_Lvd_same_add_1_yr_ago_M,Mig_Lvd_same_add_1_yr_ago_F,Mig_Lvd_same_add_1_yr_ago_P,Mig_Lvd_diff_add_1_yr_ago_M,Mig_Lvd_diff_add_1_yr_ago_F,Mig_Lvd_diff_add_1_yr_ago_P,Mig_Lvd_same_add_5_yr_ago_M,Mig_Lvd_same_add_5_yr_ago_F,Mig_Lvd_same_add_5_yr_ago_P,Mig_Lvd_diff_add_5_yr_ago_M,Mig_Lvd_diff_add_5_yr_ago_F,Mig_Lvd_diff_add_5_yr_ago_P
LGA57770,1344,1258,2602,363,203,571,90,172,255,174,156,332,11,12,26,639,548,1186,461,504,965,2,2.8,2.4,47.8,43.3,45.6,46.9,42.1,44.6,33,58,90,10,36,44,129,174,304,124,135,259,370,139,505,8,24,40,13,21,34,396,183,580,1073,971,2047,179,199,379,733,661,1396,453,458,911
LGA57840,17440,18936,36376,8149,5448,13594,2923,5174,8098,474,572,1044,596,496,1093,12140,11690,23832,4550,6343,10898,4.9,4.2,4.6,69.6,61.7,65.5,66.2,59.1,62.5,2100,1889,3991,535,889,1422,4830,5380,10210,1552,1865,3423,2180,1286,3459,146,202,348,188,341,530,2509,1830,4340,16299,17080,33380,3506,3705,7212,9724,10485,20209,9152,9377,18526
LGA57910,86997,96174,183170,41883,27279,69163,14034,26876,40912,2526,3217,5742,2928,2715,5642,61379,60089,121464,21840,32172,54011,4.8,4.5,4.6,70.6,62.5,66.3,67.2,59.7,63.2,6908,7004,13914,2069,3779,5852,18961,23373,42339,8572,10249,18820,15261,8378,23638,824,1280,2101,1055,2095,3150,17139,11749,28890,85936,92698,178631,14991,16281,31270,53408,58111,111521,41764,45515,87282
LGA57980,6727,7609,14333,3188,2316,5500,1082,2070,3154,138,211,354,201,194,392,4613,4790,9398,1729,2437,4163,4.4,4,4.2,68.6,62.9,65.6,65.6,60.4,62.8,1286,1193,2474,260,445,706,2176,2562,4742,486,683,1168,509,338,845,51,56,110,69,135,206,629,537,1161,6173,6806,12982,1458,1704,3167,3555,4034,7589,3706,4137,7836
LGA58050,56451,60364,116811,28917,16960,45875,7668,16790,24458,2137,2247,4383,2225,2146,4371,40945,38142,79085,12901,19626,32528,5.4,5.6,5.5,72.5,63.2,67.7,68.6,59.6,64,1644,1994,3642,620,1307,1930,5690,8723,14414,4756,6386,11144,15186,9018,24207,964,1265,2222,776,1468,2248,16926,11748,28679,60425,62347,122771,9083,9757,18843,39220,40031,79257,25376,27546,52919
LGA58190,175,136,308,72,19,95,16,39,53,3,4,9,8,6,14,100,62,165,50,45,93,7.8,6.3,7.2,59.3,47.8,54.2,54.7,44.8,50.3,0,0,0,0,0,0,10,26,39,10,8,14,33,10,43,0,3,7,0,3,3,35,19,50,164,121,287,12,8,20,127,93,221,41,32,76
LGA58260,269,231,497,131,57,184,12,42,56,9,8,17,4,3,10,151,111,261,73,79,153,2,2.8,2.3,56.7,47.6,52.5,55.6,46.3,51.3,5,5,12,0,8,7,14,21,37,21,20,44,54,28,79,3,3,9,5,3,7,55,35,94,216,190,409,46,40,84,154,146,300,87,75,161
LGA58330,1887,1871,3760,650,385,1035,197,410,602,79,62,143,65,44,110,987,907,1893,681,781,1463,6.4,5.2,5.8,52.3,48.3,50.3,48.9,45.8,47.4,37,46,83,21,51,67,108,176,288,122,223,345,548,254,806,16,38,56,26,45,70,593,343,933,1690,1668,3360,240,261,507,1245,1219,2465,628,637,1268
LGA58400,133,118,252,61,25,80,16,18,31,0,7,10,3,0,0,76,51,132,43,50,98,2.6,3.8,3.1,57.6,43.8,51,56.1,42.1,49.4,0,0,0,0,4,4,3,4,9,3,9,7,32,17,51,0,3,3,0,0,3,37,23,57,109,100,216,13,14,27,87,74,156,39,37,78
LGA58470,140,123,263,32,30,64,9,19,28,13,12,23,4,4,9,71,60,128,62,49,109,7.5,8.5,7.9,46.9,49.2,47.9,43.4,45,44.1,4,3,14,3,7,9,25,28,49,9,8,13,42,4,50,0,3,7,3,4,8,41,13,58,129,117,246,21,19,39,84,82,164,54,46,100
LGA58510,15634,16069,31704,7533,4945,12480,2512,4293,6806,459,548,1002,568,492,1053,11070,10268,21342,3316,4549,7861,5.1,4.8,4.9,70.8,63.9,67.3,67.2,60.9,64,1402,1510,2912,384,616,1004,3503,4127,7625,1416,1600,3014,2510,1420,3932,192,230,425,169,260,429,2880,1912,4795,13272,13650,26920,3504,3402,6902,7419,7685,15101,8501,8462,16964
LGA58540,337,300,637,175,84,248,35,80,119,18,10,19,4,0,5,223,170,397,72,88,157,2.2,1.2,1.8,67,56.6,62.1,65.5,56,61,4,4,3,6,6,7,16,36,53,12,37,46,72,31,97,0,12,10,9,4,18,79,40,125,323,283,602,25,31,54,240,203,445,95,95,189
LGA58570,14903,15349,30258,8041,5632,13677,2382,4359,6741,403,561,958,470,421,897,11300,10979,22276,2762,3694,6450,4.2,3.9,4,75.8,71.5,73.6,72.6,68.7,70.7,1692,1756,3444,549,837,1383,4325,4861,9182,1339,1496,2837,1934,1058,2994,120,182,301,151,244,393,2204,1485,3691,13243,13463,26701,3235,3484,6716,7403,7739,15142,8224,8491,16715
LGA58610,681,700,1374,258,126,382,63,187,244,29,26,60,23,13,36,375,349,721,241,278,516,5.9,4,5,55.1,50.1,52.6,51.8,48.1,50,6,4,10,6,17,15,38,79,116,26,38,68,153,77,224,9,9,17,3,13,20,163,101,259,636,610,1246,97,115,211,471,466,942,217,230,442
LGA58680,234,211,446,109,50,160,18,37,53,17,7,22,8,0,10,148,91,242,42,75,117,4.1,1.1,2.9,63.5,43.5,54.1,60.9,43.1,52.5,0,0,0,0,0,6,10,18,23,10,19,34,52,31,83,3,0,3,7,10,16,62,35,99,193,173,360,31,28,49,134,117,252,76,69,150
LGA58760,75030,82418,157448,38271,22026,60300,10653,24715,35367,2965,3108,6070,3161,3159,6320,55048,53007,108056,17276,26421,43698,5.7,6,5.8,73.4,64.3,68.6,69.2,60.5,64.6,2261,2417,4678,796,1921,2715,7765,12503,20272,6519,9673,16191,20795,11906,32706,1159,1814,2966,1085,2055,3140,23036,15774,38813,82023,86849,168876,11941,13209,25150,54077,56249,110329,33668,37687,71351
LGA58820,1704,1705,3411,683,286,969,156,427,587,104,65,166,62,65,124,1010,842,1849,541,737,1286,6.2,7.6,6.8,59.1,49.2,54.2,55.5,45.5,50.5,13,17,27,11,22,33,69,137,203,92,150,241,524,284,810,20,51,75,21,38,60,570,378,942,1589,1634,3222,257,265,514,1162,1162,2318,595,647,1241
LGA58890,336,282,618,171,61,228,38,85,126,10,7,15,3,0,8,217,156,375,81,88,167,1.8,1.3,1.6,64.9,55.2,60.5,63.7,54.4,59.5,5,4,9,0,6,5,18,38,58,6,23,32,76,29,111,6,8,14,0,8,7,85,45,131,320,268,596,29,19,47,263,212,466,85,76,159
LGA59030,236,114,352,117,35,149,12,18,32,16,5,20,5,0,5,146,58,204,28,40,66,1.4,1.7,1.5,62,50.9,58.4,61.2,50,57.5,0,0,0,0,0,5,4,16,17,17,8,29,54,16,68,3,3,3,5,0,5,60,20,79,168,102,267,29,13,37,108,73,180,77,33,109
LGA59100,280,245,532,120,55,177,28,61,89,21,14,31,12,4,12,182,133,312,50,75,118,5.6,3.7,4.8,63.8,54.7,59.5,60.3,52.6,56.7,0,0,0,0,3,3,9,34,42,9,25,35,49,32,87,0,4,4,5,6,11,52,47,99,251,228,481,27,26,58,199,178,375,68,70,132
LGA59170,392,381,778,231,101,335,38,114,151,18,17,34,0,0,4,290,239,526,60,109,167,0.7,0.4,0.6,73.9,61.4,67.7,73.4,61.1,67.3,4,5,6,0,7,12,27,61,89,26,38,64,83,52,134,9,10,17,4,3,8,92,65,156,398,375,769,51,52,104,290,269,556,133,128,258
LGA59250,922,286,1211,422,101,524,27,24,49,28,12,38,10,0,7,482,141,620,56,60,116,1.2,0.7,1.1,52.2,48.3,51.3,51.6,47.9,50.7,19,7,27,4,7,15,69,29,97,42,19,67,209,36,245,8,7,14,0,0,4,219,46,263,459,191,650,110,42,153,293,111,403,270,109,375
LGA59310,563,474,1038,293,117,404,55,136,191,17,23,38,6,11,20,375,282,658,145,162,311,1.9,4.2,2.9,66,59.8,63.2,64.8,57.3,61.3,9,5,12,5,13,17,29,43,72,21,43,64,151,66,216,9,20,30,10,5,13,169,91,263,541,476,1017,78,75,153,386,318,706,202,203,405
LGA59320,177,164,335,95,43,134,16,40,59,6,10,16,0,5,6,119,95,211,45,51,94,3.4,3.2,3.3,66.5,58.8,62.8,64.2,56.9,60.7,0,0,0,0,3,5,12,24,32,5,22,29,29,29,60,3,6,16,4,3,4,44,41,82,182,160,341,26,25,45,136,108,239,53,57,110
LGA59330,219,184,397,91,45,130,17,37,55,9,6,15,8,4,11,126,94,214,74,66,136,5.6,4.4,5.1,57.9,49.7,54.1,54.6,47.5,51.4,5,0,3,0,0,3,11,21,32,4,18,26,44,24,62,0,6,10,0,6,3,47,34,78,182,164,347,36,28,68,134,118,252,80,66,152
LGA59340,4680,4304,8989,1769,1223,2993,307,545,854,442,394,834,97,61,163,2612,2229,4841,1301,1457,2756,3.7,2.8,3.3,55.8,51.7,53.8,53.7,50.3,52.1,148,174,329,62,139,203,480,759,1237,331,382,713,1178,441,1621,62,75,136,58,83,143,1302,593,1897,3735,3519,7257,951,977,1924,2395,2237,4634,2028,2011,4039
LGA59350,785,249,1029,243,64,312,25,10,36,19,4,26,6,0,10,296,83,379,39,41,79,1.4,2.3,1.6,37.3,34.9,36.8,36.8,34.1,36.2,3,3,10,8,3,6,45,22,63,30,13,41,123,25,142,8,3,13,0,0,6,128,29,160,279,113,391,73,31,104,201,76,276,145,64,204
LGA59360,1291,479,1770,663,177,838,69,72,140,43,29,76,20,8,31,796,287,1081,106,117,223,2.1,3.5,2.5,61.6,59.7,61,60.2,57.6,59.5,8,8,23,9,5,9,67,55,125,58,43,100,291,53,349,14,11,24,11,7,15,315,78,388,774,362,1139,186,91,275,545,235,778,378,197,576
LGA59370,1453,1475,2933,496,292,785,169,330,496,68,62,127,47,34,86,779,718,1487,550,643,1193,6.1,4.9,5.5,53.2,48.6,50.9,50,46.2,48.1,24,36,56,14,47,54,103,164,267,100,163,268,346,180,528,17,25,47,34,31,67,407,234,638,1339,1371,2708,193,210,399,980,989,1967,506,546,1049
LGA59799,2854,392,3249,1339,139,1478,54,20,77,115,31,147,7,0,7,1525,190,1711,87,81,165,0.6,0.5,0.6,53.3,48.1,52.7,53,47.8,52.4,43,16,55,15,15,31,208,68,277,257,34,292,659,43,703,22,9,28,39,4,41,722,57,776,1324,213,1540,286,55,345,925,147,1067,678,129,801
LGA60210,3008,2921,5933,680,338,1020,397,748,1145,104,116,215,92,89,182,1275,1292,2563,1499,1428,2930,7.5,7,7.2,42.3,44.1,43.2,39.2,41,40.1,74,88,159,22,53,81,234,361,595,174,277,454,822,395,1213,41,59,99,53,72,130,916,527,1440,2697,2610,5303,473,477,950,1883,1760,3643,1173,1197,2373
LGA60410,6919,7623,14536,3016,1733,4745,904,2022,2925,244,290,531,314,277,593,4469,4323,8794,2100,2913,5015,7,6.4,6.7,64.6,56.7,60.5,60.1,53.1,56.4,115,146,263,41,96,144,319,565,886,327,587,912,1939,1348,3288,112,232,345,88,150,232,2135,1725,3863,7476,7898,15370,955,1094,2047,4929,5101,10027,2881,3339,6218
LGA60610,7753,8505,16252,3113,1823,4931,973,2213,3184,248,306,562,328,233,562,4664,4575,9235,2648,3512,6160,7,5.1,6.1,60.2,53.8,56.8,55.9,51.1,53.4,187,213,398,77,186,265,588,867,1451,435,714,1146,2082,1396,3478,125,248,372,109,176,285,2314,1816,4130,7654,8137,15788,1251,1505,2754,5091,5413,10507,3292,3733,7024
LGA60810,8866,9838,18702,3413,1878,5288,1154,2684,3833,342,362,705,275,227,508,5182,5149,10333,3242,4241,7480,5.3,4.5,4.9,58.5,52.4,55.3,55.3,50,52.6,192,270,459,103,206,309,659,1225,1886,553,886,1441,2648,1510,4162,98,234,330,125,256,380,2877,1994,4875,8859,9481,18341,1139,1349,2489,6253,6487,12744,3322,3922,7238
LGA61010,1222,958,2174,454,161,615,127,215,336,52,55,105,33,28,58,659,454,1111,439,430,866,4.4,5.8,5,54.1,47.1,51,51.7,44.4,48.5,34,30,64,6,19,24,83,95,181,63,68,131,276,145,424,7,37,48,13,22,34,300,205,503,1087,898,1982,152,151,301,745,597,1344,445,404,849
LGA61210,3365,3192,6559,1490,648,2145,378,842,1221,171,136,297,94,83,173,2130,1706,3839,933,1215,2150,4.4,4.8,4.6,63.3,53.4,58.5,60.5,50.9,55.8,100,59,155,19,29,51,206,300,504,160,238,397,829,511,1336,61,80,142,23,43,71,913,638,1546,3039,2971,6010,659,580,1237,2053,1989,4042,1443,1340,2786
LGA61410,24138,25952,50097,10159,6232,16395,3600,7233,10830,675,974,1653,853,758,1614,15287,15200,30491,7992,9877,17865,5.6,5,5.3,63.3,58.6,60.9,59.8,55.6,57.6,1481,1757,3233,538,971,1505,3526,4681,8204,2015,2511,4529,5871,3133,9000,251,438,692,344,550,893,6467,4118,10588,23716,25521,49240,3883,4025,7904,16081,17350,33429,10081,10824,20905
LGA61510,4457,4473,8932,1707,881,2586,527,1139,1669,180,181,362,210,155,362,2625,2354,4979,1547,1836,3386,8,6.6,7.3,58.9,52.6,55.7,54.2,49.1,51.7,83,100,178,34,64,91,220,330,553,204,349,555,1227,726,1958,62,112,177,44,82,124,1333,924,2256,4480,4428,8903,564,581,1141,3175,3055,6233,1601,1705,3305
LGA61610,10177,11230,21403,3831,2209,6043,1383,2912,4298,364,356,721,415,337,752,5998,5814,11812,3644,4884,8526,6.9,5.8,6.4,58.9,51.8,55.2,54.9,48.8,51.7,275,296,575,104,189,289,753,1222,1973,621,976,1602,2748,1818,4570,166,316,481,148,267,416,3058,2403,5460,9946,10754,20696,1708,1863,3568,6554,7112,13666,4492,4918,9408
LGA61810,2780,2856,5632,1118,501,1621,299,754,1050,109,101,211,89,60,148,1608,1426,3035,977,1198,2172,5.5,4.2,4.9,58,49.9,53.9,54.8,47.8,51.2,46,64,113,20,43,59,147,300,446,131,221,354,760,374,1126,40,76,115,38,45,74,834,489,1324,2688,2708,5388,340,343,687,1929,1910,3837,961,1024,1993
LGA62010,416,388,808,166,80,249,79,118,186,16,11,31,12,6,15,271,215,480,122,151,268,3.7,2.8,3.3,64,55.6,59.9,61.6,54,57.9,10,15,29,3,17,21,27,69,96,30,38,72,119,44,161,4,7,14,4,12,13,125,60,183,398,358,755,47,50,90,300,240,539,137,156,298
LGA62210,2929,2901,5832,921,453,1379,296,626,914,90,87,179,156,118,270,1458,1279,2741,1290,1464,2748,10.5,9,9.8,49.8,44.1,47,44.6,40.2,42.4,50,61,115,18,41,62,148,263,413,151,218,367,805,429,1235,49,71,118,32,77,109,883,578,1464,2833,2820,5658,403,382,789,2012,1947,3961,1057,1112,2166
LGA62410,2393,2252,4638,728,343,1071,347,553,903,110,91,199,57,44,100,1243,1035,2273,957,1042,2001,4.6,4.3,4.4,52,45.8,49,49.6,43.8,46.8,100,107,209,28,57,80,252,312,564,194,237,427,575,253,824,27,39,62,43,47,88,639,340,975,2031,1911,3947,377,367,748,1423,1298,2723,914,923,1837
LGA62610,20460,21314,41775,8094,4941,13035,3640,5596,9235,588,772,1357,991,839,1836,13316,12145,25459,6238,8224,14462,7.5,6.9,7.2,65.1,57,60.9,60.2,53,56.6,1575,1564,3141,226,454,673,2486,2825,5312,1304,1676,2977,4685,2968,7647,273,437,712,219,390,605,5179,3791,8965,19426,20287,39711,3779,3518,7296,12569,13413,25991,9431,9313,18751
LGA62810,23541,25327,48870,8976,6568,15539,4833,7404,12243,677,938,1618,1191,985,2171,15679,15891,31573,6618,8184,14800,7.6,6.2,6.9,66.6,62.7,64.6,61.6,58.9,60.2,3700,4243,7940,785,1360,2142,6081,7237,13322,1798,2154,3949,2746,1489,4236,210,235,445,259,361,619,3216,2092,5307,20441,21722,42161,5287,5598,10887,12938,13883,26823,11841,12494,24329
LGA63010,7423,7498,14918,2543,1368,3907,1102,2013,3113,288,289,570,268,166,436,4197,3835,8030,2743,3185,5925,6.5,4.3,5.4,56.5,51.1,53.8,52.9,48.9,50.9,322,374,697,110,226,337,772,1191,1963,533,728,1257,1948,1031,2977,101,154,258,98,152,253,2146,1343,3492,7304,7251,14549,998,1070,2066,4915,4789,9710,2952,3141,6096
LGA63210,2878,2797,5674,1076,532,1606,330,699,1027,134,131,263,89,69,164,1638,1425,3063,1002,1153,2152,5.6,4.8,5.2,56.8,51,54,53.6,48.6,51.1,60,88,150,27,62,92,205,335,543,188,264,452,806,413,1218,35,75,112,42,65,108,889,549,1435,2745,2611,5353,353,387,749,1933,1824,3763,1042,1055,2103
LGA63410,672,595,1268,308,164,475,115,168,283,26,29,56,8,4,16,457,368,831,142,175,316,2.2,1.6,1.9,68.3,62.2,65.4,66.8,61.2,64.2,12,14,34,4,14,21,42,82,124,41,52,97,191,87,279,4,7,17,17,16,39,217,112,329,645,554,1197,77,86,159,439,363,808,241,245,480
LGA63610,15290,16771,32062,6398,3821,10217,2677,5253,7930,429,622,1051,559,509,1072,10068,10204,20274,4810,6116,10933,5.6,5,5.3,65.8,60.8,63.2,62.2,57.8,59.9,1401,1664,3063,386,813,1203,2852,3766,6618,1316,1781,3094,3338,1816,5151,132,241,376,228,355,579,3698,2409,6105,15817,16907,32726,2484,2645,5125,10665,11433,22098,6708,7258,13965
LGA63810,4845,5298,10147,1915,1096,3008,597,1404,2000,201,173,374,144,104,245,2859,2768,5625,1748,2283,4029,5,3.6,4.4,59,52.3,55.5,56,50.4,53.1,119,125,247,45,100,150,290,626,917,297,479,776,1492,870,2366,56,117,176,71,115,182,1622,1103,2724,4674,4978,9646,808,905,1710,3118,3195,6321,2111,2457,4563
LGA64010,28149,30152,58301,11172,6740,17917,4488,8262,12758,836,1026,1864,1321,1008,2326,17816,17041,34859,8721,11631,20351,7.4,5.9,6.7,63.3,56.5,59.8,58.6,53.2,55.8,1649,1619,3271,404,718,1125,3423,4936,8362,1788,2491,4283,6252,3998,10252,383,656,1034,344,605,951,6972,5261,12234,26769,28369,55137,5021,5384,10402,17309,18214,35517,12871,13884,26761
LGA64210,8209,8802,17011,3528,1878,5402,1089,2478,3563,252,302,553,247,226,468,5113,4883,9999,2750,3546,6298,4.8,4.6,4.7,62.3,55.5,58.8,59.3,52.9,56,207,241,449,74,205,283,662,1164,1825,593,786,1378,2209,1281,3487,95,228,318,113,193,303,2415,1699,4115,8382,8779,17164,1041,1107,2150,5851,6074,11933,3137,3415,6550
LGA64610,5473,5732,11208,2401,1250,3649,657,1557,2215,157,210,370,143,133,273,3365,3146,6508,1821,2310,4135,4.3,4.2,4.3,61.4,54.9,58.1,58.8,52.6,55.6,116,146,264,51,118,169,367,720,1089,365,511,876,1529,835,2360,65,122,186,52,133,186,1643,1084,2733,5502,5647,11145,706,765,1464,3829,3828,7659,2035,2249,4283
LGA64810,6594,6913,13508,2742,1526,4273,947,1932,2876,243,333,582,192,203,399,4132,4004,8131,2115,2542,4663,4.7,5.1,4.9,62.6,57.9,60.2,59.7,54.9,57.3,183,240,419,70,179,250,547,861,1404,441,714,1156,2051,1207,3255,61,167,232,81,158,234,2190,1534,3722,6508,6655,13162,940,1067,2006,4284,4275,8564,2786,3071,5856
LGA65010,2789,2649,5439,1121,595,1717,316,682,991,136,121,252,85,71,155,1650,1464,3117,919,996,1916,5.1,4.6,4.8,59.1,55.2,57.2,56.1,52.7,54.5,31,45,76,10,35,46,125,249,370,115,239,354,749,417,1166,35,64,100,21,56,76,806,539,1345,2788,2609,5394,282,285,571,2048,1892,3945,883,870,1754
LGA65210,1177,1102,2279,233,157,397,191,243,434,46,51,100,36,16,55,509,475,987,552,539,1094,7.4,4.2,5.9,43.6,43.2,43.4,40.4,41.3,40.8,49,61,108,9,37,48,112,143,249,68,123,191,291,139,428,16,26,47,26,29,51,334,200,526,1042,987,2023,140,134,277,748,688,1435,399,409,807
LGA65410,5654,6065,11721,2145,1125,3267,645,1518,2168,203,201,401,189,141,333,3181,2988,6167,2137,2741,4872,6,4.7,5.4,56.3,49.2,52.6,52.9,46.9,49.8,123,146,268,68,119,188,381,689,1060,311,567,877,1693,910,2604,58,133,192,67,132,201,1819,1169,2991,5553,5878,11434,832,873,1700,3939,4089,8020,2128,2355,4480
LGA65610,2096,1765,3863,808,315,1126,172,392,560,82,75,156,89,85,170,1148,864,2016,723,722,1448,7.4,9.7,8.4,54.7,49.1,52.1,50.7,44.3,47.8,50,43,95,17,17,25,137,167,298,100,132,229,646,270,913,17,50,70,33,31,62,696,346,1046,1841,1570,3417,306,285,590,1231,1019,2248,826,736,1564
LGA65810,9852,10573,20429,4000,2274,6271,1419,2992,4409,274,380,655,310,275,580,5997,5918,11917,3430,4199,7634,5.1,4.6,4.9,60.9,56,58.3,57.7,53.4,55.5,469,519,985,149,311,466,1109,1683,2791,782,1114,1903,2775,1443,4217,95,239,337,138,241,379,3007,1928,4933,9972,10299,20269,1465,1574,3040,6755,6879,13633,4134,4493,8629
LGA69799,289,73,362,208,30,237,11,11,19,10,9,19,4,0,3,230,50,282,31,24,58,0.9,2,1.1,79,67.1,76.6,78.4,65.8,75.8,0,3,3,0,3,4,33,10,46,37,7,44,63,15,76,7,0,6,9,4,13,76,25,98,158,48,207,33,11,50,117,28,146,76,32,107
LGA70200,11108,12155,23264,5435,4540,9969,1162,2023,3189,530,644,1175,292,258,550,7420,7471,14886,2558,3496,6054,4,3.5,3.7,66.8,61.5,64,64.1,59.3,61.6,696,924,1620,185,496,683,1454,2417,3871,895,1037,1939,2474,1312,3791,92,166,252,146,195,342,2715,1671,4382,9952,10368,20323,2630,2937,5570,5862,6085,11943,5802,6415,12215
LGA70420,3056,2952,6005,921,739,1656,183,250,438,167,160,325,146,129,275,1416,1278,2694,1270,1394,2660,10.4,10,10.2,46.4,43.2,44.9,41.6,38.9,40.3,76,92,166,33,61,97,204,292,493,170,189,357,556,256,810,36,67,105,33,54,87,626,371,1002,2853,2827,5677,565,588,1157,2051,2055,4111,1100,1066,2163
LGA70540,65,60,127,0,0,0,3,3,10,0,3,7,0,0,0,7,9,24,50,41,92,12.5,16.7,15,12.5,19.7,16,10.9,16.4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,0,0,0,0,0,0,6,4,11,70,68,135,0,8,8,58,53,111,5,13,17
LGA70620,2023,1626,3644,553,312,868,90,139,232,92,66,156,94,80,174,831,602,1431,729,858,1585,11.3,13.2,12.1,41.1,36.9,39.3,36.5,32.1,34.5,26,47,78,13,17,40,106,144,246,60,69,130,304,101,405,22,36,58,17,29,49,345,167,514,1734,1595,3332,307,296,597,1289,1226,2511,592,514,1107
LGA70700,971,915,1884,162,126,293,74,120,197,110,97,206,24,16,41,363,366,727,369,340,710,6,4.9,5.5,37.6,39.7,38.6,35.3,37.7,36.5,23,29,54,13,32,49,59,102,160,66,89,160,222,83,310,10,20,26,12,24,38,249,127,373,711,683,1391,111,117,227,528,488,1020,263,267,527
LGA71000,35995,36866,72861,17149,13524,30674,4701,7484,12183,1663,1985,3645,1066,952,2022,24580,23942,48526,7552,9290,16839,4.3,4,4.2,68.3,65,66.6,65.3,62.4,63.8,3108,3580,6688,812,1571,2380,5927,8385,14307,3101,3280,6383,6972,3429,10401,381,498,879,468,559,1029,7818,4484,12311,30602,31065,61666,8360,8699,17058,17373,17371,34739,19305,20311,39616
LGA71150,322,282,605,160,84,239,23,46,70,24,31,56,3,4,12,207,168,380,44,59,108,2.4,2.4,2.4,64.9,59.8,62.5,63.4,58.4,61,37,31,75,4,10,18,84,66,151,31,38,67,52,15,68,0,8,8,3,5,12,56,29,83,198,181,379,66,62,129,105,110,215,156,131,287
LGA71300,3986,3588,7577,694,492,1187,194,277,474,98,81,176,282,257,530,1264,1103,2366,2048,2205,4258,22.1,23.1,22.6,31.7,30.7,31.2,24.7,23.6,24.2,43,63,103,17,32,47,111,144,253,65,79,143,314,130,444,54,67,127,67,75,141,440,271,709,3991,3916,7900,363,384,750,3319,3295,6615,678,667,1345
LGA72200,4789,4683,9471,1997,1574,3571,357,582,937,291,307,601,116,107,222,2756,2571,5329,1207,1366,2570,4.2,4.1,4.1,57.7,54.9,56.3,55.3,52.6,53.9,189,225,413,53,135,186,407,740,1145,356,437,794,1191,542,1729,76,79,152,68,89,158,1329,708,2043,3845,3646,7493,1070,1158,2225,2235,2167,4402,2311,2330,4648
LGA72300,12137,10140,22279,4806,3112,7919,932,1770,2705,760,666,1422,266,191,461,6767,5739,12509,3733,2846,6578,4,3.3,3.7,55.8,56.6,56.2,53.6,54.7,54.1,234,332,569,99,316,411,723,1328,2044,791,1032,1822,3610,1394,5005,164,209,375,158,184,340,3930,1791,5721,9445,8531,17977,1880,1752,3633,6592,6055,12649,4167,3740,7901
LGA72330,2960,2657,5619,452,438,897,203,266,470,143,156,299,104,98,198,907,956,1871,1791,1430,3224,11.9,9.8,10.8,30.6,36.1,33.2,27,32.6,29.6,48,74,123,15,56,74,148,232,378,93,121,221,325,148,475,33,67,100,43,41,84,398,260,659,2417,2484,4901,430,511,941,1888,1990,3884,738,789,1527
LGA72800,13364,14172,27535,7411,5801,13211,1477,2923,4404,588,716,1303,437,413,848,9910,9854,19764,2228,3163,5388,4.4,4.2,4.3,74.2,69.5,71.8,70.9,66.6,68.7,419,581,1003,156,457,610,1151,2122,3271,1124,1466,2587,3949,2371,6316,233,352,582,189,237,428,4369,2963,7330,12905,13332,26229,3381,3627,7011,6671,6624,13296,8237,9011,17248
