POA_CODE_2021,M_15_19_yr_VWOG_Volunteer,M_15_19_yr_VWOG_Not_vol,M_15_19_yr_VWOG_NS,M_15_19_yr_Oseas_visitors,M_15_19_yr_Total,M_20_24_yr_VWOG_Volunteer,M_20_24_yr_VWOG_Not_vol,M_20_24_yr_VWOG_NS,M_20_24_yr_Oseas_visitors,M_20_24_yr_Total,M_25_34_yr_VWOG_Volunteer,M_25_34_yr_VWOG_Not_vol,M_25_34_yr_VWOG_NS,M_25_34_yr_Oseas_visitors,M_25_34_yr_Total,M_35_44_yr_VWOG_Volunteer,M_35_44_yr_VWOG_Not_vol,M_35_44_yr_VWOG_NS,M_35_44_yr_Oseas_visitors,M_35_44_yr_Total,M_45_54_yr_VWOG_Volunteer,M_45_54_yr_VWOG_Not_vol,M_45_54_yr_VWOG_NS,M_45_54_yr_Oseas_visitors,M_45_54_yr_Total,M_55_64_yr_VWOG_Volunteer,M_55_64_yr_VWOG_Not_vol,M_55_64_yr_VWOG_NS,M_55_64_yr_Oseas_visitors,M_55_64_yr_Total,M_65_74_yr_VWOG_Volunteer,M_65_74_yr_VWOG_Not_vol,M_65_74_yr_VWOG_NS,M_65_74_yr_Oseas_visitors,M_65_74_yr_Total,M_75_84_yr_VWOG_Volunteer,M_75_84_yr_VWOG_Not_vol,M_75_84_yr_VWOG_NS,M_75_84_yr_Oseas_visitors,M_75_84_yr_Total,M_85_yr_over_VWOG_Volunteer,M_85_yr_over_VWOG_Not_vol,M_85_yr_over_Voluntary_wk_ns,M_85_yr_over_Oseas_visitors,M_85_yr_over_Tot,M_Tot_VWOG_Volunteer,M_Tot_VWOG_Not_vol,M_Tot_VWOG_NS,M_Tot_Overseas_visitors,M_Tot_Tot,F_15_19_yr_VWOG_Volunteer,F_15_19_yr_VWOG_Not_vol,F_15_19_yr_VWOG_NS,F_15_19_yr_Oseas_visitors,F_15_19_yr_Total,F_20_24_yr_VWOG_Volunteer,F_20_24_yr_VWOG_Not_vol,F_20_24_yr_VWOG_NS,F_20_24_yr_Oseas_visitors,F_20_24_yr_Total,F_25_34_yr_VWOG_Volunteer,F_25_34_yr_VWOG_Not_vol,F_25_34_yr_VWOG_NS,F_25_34_yr_Oseas_visitors,F_25_34_yr_Total,F_35_44_yr_VWOG_Volunteer,F_35_44_yr_VWOG_Not_vol,F_35_44_yr_VWOG_NS,F_35_44_yr_Oseas_visitors,F_35_44_yr_Total,F_45_54_yr_VWOG_Volunteer,F_45_54_yr_VWOG_Not_vol,F_45_54_yr_VWOG_NS,F_45_54_yr_Oseas_visitors,F_45_54_yr_Total,F_55_64_yr_VWOG_Volunteer,F_55_64_yr_VWOG_Not_vol,F_55_64_yr_VWOG_NS,F_55_64_yr_Oseas_visitors,F_55_64_yr_Total,F_65_74_yr_VWOG_Volunteer,F_65_74_yr_VWOG_Not_vol,F_65_74_yr_VWOG_NS,F_65_74_yr_Oseas_visitors,F_65_74_yr_Total,F_75_84_yr_VWOG_Volunteer,F_75_84_yr_VWOG_Not_vol,F_75_84_yr_VWOG_NS,F_75_84_yr_Oseas_visitors,F_75_84_yr_Total,F_85_yr_over_VWOG_Volunteer,F_85_yr_over_VWOG_Not_vol,F_85_yr_over_Voluntary_wk_ns,F_85yr_over_Oseas_visitors,F_85_yr_over_Tot,F_Tot_VWOG_Volunteer,F_Tot_VWOG_Not_vol,F_Tot_VWOG_NS,F_Tot_Overseas_visitors,F_Tot_Tot,P_15_19_yr_VWOG_Volunteer,P_15_19_yr_VWOG_Not_vol,P_15_19_yr_VWOG_NS,P_15_19_yr_Oseas_visitors,P_15_19_yr_Total,P_20_24_yr_VWOG_Volunteer,P_20_24_yr_VWOG_Not_vol,P_20_24_yr_VWOG_NS,P_20_24_yr_Oseas_visitors,P_20_24_yr_Total,P_25_34_yr_VWOG_Volunteer,P_25_34_yr_VWOG_Not_vol,P_25_34_yr_VWOG_NS,P_25_34_yr_Oseas_visitors,P_25_34_yr_Total,P_35_44_yr_VWOG_Volunteer,P_35_44_yr_VWOG_Not_vol,P_35_44_yr_VWOG_NS,P_35_44_yr_Oseas_visitors,P_35_44_yr_Total,P_45_54_yr_VWOG_Volunteer,P_45_54_yr_VWOG_Not_vol,P_45_54_yr_VWOG_NS,P_45_54_yr_Oseas_visitors,P_45_54_yr_Total,P_55_64_yr_VWOG_Volunteer,P_55_64_yr_VWOG_Not_vol,P_55_64_yr_VWOG_NS,P_55_64_yr_Oseas_visitors,P_55_64_yr_Total,P_65_74_yr_VWOG_Volunteer,P_65_74_yr_VWOG_Not_vol,P_65_74_yr_VWOG_NS,P_65_74_yr_Oseas_visitors,P_65_74_yr_Total,P_75_84_yr_VWOG_Volunteer,P_75_84_yr_VWOG_Not_vol,P_75_84_yr_VWOG_NS,P_75_84_yr_Oseas_visitors,P_75_84_yr_Total,P_85_yr_over_VWOG_Volunteer,P_85_yr_over_VWOG_Not_vol,P_85_yr_over_Voluntary_wk_ns,P_85_yr_over_Oseas_visitors,P_85_yr_over_Tot,P_Tot_VWOG_Volunteer,P_Tot_VWOG_Not_vol,P_Tot_VWOG_NS,P_Tot_Overseas_visitors,P_Tot_Total
POA7024,0,6,4,0,17,0,8,0,0,8,0,21,0,0,26,7,37,4,0,43,16,33,0,0,46,10,27,3,0,39,9,21,0,0,31,0,5,0,0,7,0,0,0,0,0,52,157,5,0,215,5,9,0,0,17,0,10,0,0,10,10,19,0,0,26,7,38,4,0,46,18,26,0,0,38,7,33,3,0,45,4,27,0,0,34,0,6,0,0,7,0,0,0,0,5,57,159,4,0,217,4,20,3,0,24,0,14,0,0,14,10,41,0,0,52,17,70,5,0,84,30,55,0,0,86,18,60,4,0,83,13,49,0,0,60,3,10,0,0,9,0,5,0,0,6,98,317,15,0,430
POA7025,5,25,8,0,38,11,27,6,0,42,11,50,6,0,66,24,85,9,0,106,20,89,7,0,116,19,126,6,0,150,33,91,3,0,128,9,53,10,0,73,5,13,5,0,19,134,562,49,0,742,7,25,5,0,38,4,32,0,0,35,11,45,0,0,64,23,82,7,0,109,40,89,5,0,133,37,118,0,0,158,26,101,4,0,137,22,50,9,0,72,3,15,5,0,17,171,559,33,0,764,14,56,9,0,74,17,59,6,0,78,24,102,12,0,130,47,164,6,0,217,59,185,13,0,250,59,244,8,0,306,59,192,9,0,263,29,102,18,0,144,9,29,8,0,38,309,1119,80,0,1510
POA7026,0,15,8,0,29,5,33,0,0,36,7,77,7,0,91,6,55,0,0,62,8,56,9,0,70,12,65,11,0,87,5,47,4,0,57,6,23,0,0,34,0,0,0,0,5,51,375,40,0,472,9,20,4,0,26,5,24,0,0,24,13,66,10,0,86,19,45,8,0,70,10,52,5,0,69,15,64,4,0,81,6,40,8,0,54,5,16,0,0,27,0,10,0,0,13,84,328,40,0,449,4,39,13,0,56,10,52,6,0,64,18,140,15,0,177,32,97,5,0,130,22,110,13,0,142,31,125,20,0,169,13,86,10,0,110,13,43,5,0,62,3,11,3,0,16,135,702,85,0,925
POA7027,0,6,0,0,8,0,6,4,0,12,3,20,14,0,34,3,12,9,0,17,0,18,9,0,28,5,23,8,0,35,10,15,5,0,29,0,5,4,0,5,0,0,0,0,0,22,104,45,0,171,0,5,9,0,10,0,4,8,0,13,0,13,4,0,23,5,19,6,0,27,3,11,7,0,13,11,17,4,0,29,5,11,3,0,16,0,4,0,0,5,0,0,0,0,0,23,91,34,0,150,0,14,8,0,26,0,14,6,0,24,4,33,19,0,57,9,29,12,0,46,3,28,13,0,44,11,40,10,0,65,10,28,10,0,44,0,8,3,0,15,0,0,0,0,3,45,194,79,0,322
POA7030,43,552,72,0,665,48,529,46,0,623,77,1112,80,0,1273,136,928,90,3,1154,114,994,85,0,1191,120,947,61,0,1129,127,729,59,0,910,40,317,18,0,383,7,48,7,0,67,711,6158,521,4,7393,54,459,61,0,573,65,527,47,0,636,122,1293,95,4,1514,167,1002,82,0,1253,148,1051,63,0,1264,137,982,62,4,1174,146,744,55,4,948,43,291,28,0,369,4,66,7,0,81,887,6422,503,8,7814,101,1008,124,0,1235,115,1059,97,0,1258,202,2404,177,3,2792,305,1931,176,3,2407,270,2045,141,0,2456,251,1929,120,3,2302,264,1472,115,4,1853,84,607,47,0,745,14,117,16,0,145,1596,12574,1020,10,15206
POA7050,88,330,14,0,439,66,339,14,0,414,256,907,29,0,1194,202,707,22,0,931,181,513,20,0,712,140,506,13,0,660,145,475,11,0,634,82,304,15,0,410,16,120,14,0,149,1176,4203,156,3,5532,102,270,11,0,379,82,327,13,0,416,281,948,31,0,1253,264,713,24,0,1003,241,620,19,0,881,179,587,15,6,792,250,565,24,0,840,103,404,25,0,543,18,162,15,0,198,1512,4593,181,8,6300,191,604,22,0,817,149,665,23,0,832,528,1850,63,0,2441,468,1420,51,0,1929,416,1133,41,0,1590,319,1094,27,8,1445,395,1040,39,0,1477,189,712,46,0,945,25,282,28,0,340,2687,8800,337,10,11834
POA7052,40,174,4,0,221,38,163,0,0,196,68,332,12,0,415,104,374,3,0,482,105,339,11,0,447,80,342,7,0,430,113,303,4,3,420,64,153,7,0,219,0,40,3,0,43,602,2220,52,8,2878,56,155,4,0,216,39,124,0,0,161,81,343,10,0,432,161,383,15,0,561,142,378,8,0,534,103,420,5,0,528,151,340,5,0,505,59,179,5,0,243,9,82,4,0,91,798,2411,59,4,3279,94,335,4,0,433,77,289,0,0,362,147,675,23,0,846,263,758,18,0,1048,247,716,16,3,980,181,756,14,0,956,262,645,11,10,924,123,330,8,0,466,9,123,5,0,143,1397,4630,107,17,6151
POA7053,24,115,0,0,142,22,53,6,0,77,25,93,5,0,125,29,145,6,0,179,82,167,5,0,246,57,164,4,0,228,75,134,8,0,218,26,81,0,0,110,6,30,0,0,34,345,978,26,0,1353,49,91,0,0,140,28,51,0,0,77,35,94,9,0,144,69,131,0,0,202,122,178,5,0,303,76,184,3,0,261,78,154,6,0,244,32,84,0,0,118,6,64,0,0,72,497,1043,30,0,1565,74,208,0,0,284,48,106,6,0,158,57,187,8,0,260,98,275,10,0,388,206,342,7,0,553,130,348,7,0,485,152,288,16,4,457,61,164,3,0,225,14,91,6,0,111,837,2019,60,7,2924
POA7054,60,255,10,0,319,26,172,4,0,209,74,384,21,0,476,142,457,11,0,607,173,429,15,3,619,124,435,20,0,573,127,348,13,0,485,41,188,15,0,244,7,53,5,0,64,774,2708,110,6,3593,76,216,8,0,299,45,145,9,0,195,98,392,17,0,506,209,443,14,0,669,210,469,15,0,695,154,430,14,0,597,133,348,15,0,498,52,183,15,0,244,5,76,8,0,84,975,2702,113,6,3793,141,470,19,0,625,75,313,16,0,403,165,773,38,3,979,352,900,25,0,1280,381,898,34,4,1313,274,866,32,5,1168,260,697,24,0,983,92,363,28,0,490,9,120,12,0,147,1743,5407,223,8,7392
POA7055,4,15,0,0,21,0,12,0,0,21,7,33,0,0,44,13,30,0,0,42,5,25,0,0,27,3,10,0,0,16,3,12,0,0,17,0,7,0,0,7,0,0,0,0,0,35,158,8,0,194,4,7,0,0,16,3,4,0,0,15,15,36,0,0,49,18,29,3,0,48,6,22,3,0,35,6,20,0,0,22,5,17,0,0,23,0,7,0,0,9,0,0,0,0,3,58,152,6,0,217,6,26,0,0,35,6,20,3,0,33,15,71,0,0,94,29,55,3,0,89,17,44,3,0,61,9,34,0,0,39,7,28,0,0,39,0,20,0,0,19,0,0,0,0,3,89,309,9,0,411
POA7109,31,218,37,0,287,18,201,16,0,243,81,405,32,3,523,103,434,39,0,574,124,490,38,0,649,152,554,56,0,758,125,421,42,0,584,47,187,20,0,255,3,48,12,0,60,673,2962,285,0,3931,47,161,16,0,222,36,150,16,0,195,80,446,43,0,572,150,462,35,0,642,167,452,48,0,660,168,582,43,0,802,116,415,29,0,565,35,194,29,0,257,3,64,7,0,72,802,2920,266,0,3990,80,378,55,0,508,55,354,33,0,436,159,853,80,3,1093,251,894,67,0,1218,289,939,85,0,1314,320,1138,100,0,1556,234,840,73,0,1148,85,383,50,0,510,9,113,18,0,135,1479,5883,550,6,7916
POA7112,17,87,8,0,115,12,50,0,0,61,17,101,10,0,126,24,132,9,0,168,49,147,16,0,214,56,184,11,0,243,56,222,24,0,306,32,88,10,0,127,6,18,0,0,17,264,1026,92,0,1386,14,80,9,0,98,12,50,5,0,68,28,115,10,0,159,39,156,19,0,210,63,158,14,0,236,71,180,11,0,266,79,208,17,0,307,18,77,8,0,104,3,18,0,0,22,331,1048,97,0,1470,33,167,15,0,213,19,101,6,0,132,45,222,20,0,283,65,284,33,0,380,113,303,29,0,453,124,360,24,0,509,136,433,49,0,615,53,165,20,0,231,4,41,0,0,42,597,2072,189,0,2855
POA7113,4,22,0,0,29,7,9,0,0,27,9,47,6,0,58,5,51,6,0,64,23,56,4,0,86,28,72,9,0,113,28,55,8,0,94,3,21,20,0,50,0,19,23,0,38,109,355,83,0,549,4,20,0,0,23,3,28,3,0,35,24,40,7,0,76,9,45,3,0,65,27,54,5,0,86,25,75,8,0,104,30,54,8,0,93,0,31,18,0,55,0,30,24,0,56,128,381,83,0,587,11,41,0,0,56,14,37,12,0,59,27,88,15,0,131,20,100,8,0,121,50,109,10,0,168,53,144,15,0,220,54,109,23,0,188,6,56,32,0,101,0,52,45,0,98,240,737,163,0,1136
POA7116,5,56,7,0,61,7,53,4,0,59,15,80,11,0,107,23,113,12,0,147,20,125,10,0,155,52,144,11,0,215,41,163,12,0,220,19,65,4,0,83,0,5,0,0,5,182,809,62,4,1054,12,48,0,0,55,3,49,0,0,56,12,91,13,0,110,38,98,8,0,138,33,113,8,0,155,39,147,17,0,202,51,121,11,0,183,16,63,11,0,90,0,14,0,0,15,198,736,69,0,1000,17,103,6,0,117,7,93,7,0,115,28,171,17,0,216,58,215,20,0,284,52,242,17,0,305,91,292,25,0,411,91,286,26,0,403,32,122,13,0,172,0,22,0,0,23,377,1540,130,4,2051
POA7117,3,21,0,0,28,0,16,0,0,16,7,36,0,0,44,8,43,5,0,49,5,48,0,0,58,22,67,3,0,93,10,60,6,0,77,8,46,6,0,55,0,9,0,0,11,62,342,24,0,426,0,10,0,0,5,4,8,0,0,15,8,33,3,0,35,16,20,0,0,36,15,52,0,0,65,17,74,0,0,97,14,51,13,0,87,0,26,5,0,35,6,9,3,0,10,76,278,25,0,386,8,27,0,0,30,4,25,0,0,25,13,66,8,0,77,20,60,5,0,85,21,97,4,0,122,37,142,8,0,186,27,119,16,0,163,13,70,8,0,89,0,16,3,0,22,140,617,48,0,809
POA7119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,15,0,0,12,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,5,0,0,5,3,8,0,0,9,0,3,0,0,3,0,3,0,0,3,0,3,0,0,3,3,28,0,0,28
POA7120,9,45,8,0,57,3,41,5,0,41,8,57,6,0,76,14,77,4,0,95,24,85,14,0,116,32,139,13,0,184,40,102,12,0,151,18,55,10,0,80,0,15,0,0,19,141,610,66,0,821,4,36,6,0,56,3,36,5,0,49,13,66,7,0,88,14,58,3,0,78,27,95,11,0,138,49,117,12,0,173,45,72,11,0,127,16,47,10,0,69,0,15,0,0,17,181,555,66,0,795,14,85,13,0,110,13,77,4,0,92,20,126,12,0,163,33,130,6,0,171,49,178,22,0,253,80,253,23,0,354,82,175,21,0,286,29,99,17,0,150,0,34,7,0,40,320,1160,131,0,1620
POA7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12
POA7140,42,296,35,0,377,32,295,22,0,346,55,581,45,0,682,102,564,57,0,729,87,643,62,0,793,125,753,47,0,930,120,550,52,0,715,40,282,26,0,353,8,74,9,0,90,616,4034,360,4,5011,36,259,40,0,337,30,284,25,0,336,68,577,46,0,690,138,558,46,0,743,121,622,44,0,788,137,664,48,0,851,110,529,41,0,686,43,288,36,0,357,5,102,16,0,121,680,3879,346,0,4902,79,553,75,0,707,54,576,45,0,680,116,1160,89,0,1366,246,1115,101,0,1467,210,1263,108,0,1580,268,1418,99,0,1780,227,1079,96,0,1400,77,566,59,0,711,13,175,26,0,211,1292,7909,701,4,9914
POA7150,11,70,5,0,90,8,48,3,0,59,16,125,10,0,155,39,128,16,0,183,46,208,7,0,265,63,211,15,0,285,58,149,14,0,226,15,89,4,0,112,0,19,0,0,20,263,1039,83,0,1388,17,48,3,0,65,12,40,4,0,57,34,102,11,0,149,56,131,6,0,196,70,163,6,0,245,85,183,14,0,278,56,132,17,0,206,14,59,3,0,71,3,14,0,0,21,356,876,56,0,1287,34,120,10,0,155,19,84,8,0,114,47,231,20,0,298,98,265,19,0,380,122,369,13,0,504,150,391,27,0,559,118,277,32,0,434,25,149,8,0,180,4,35,0,0,42,612,1916,143,0,2671
POA7155,4,21,0,0,25,0,17,0,0,19,3,14,3,0,20,8,38,3,0,48,13,59,6,0,75,8,54,0,0,64,28,56,4,0,86,11,25,4,0,37,0,5,0,0,12,71,291,22,0,385,13,15,0,0,24,0,12,0,0,18,0,14,0,0,26,17,38,4,0,61,25,41,3,0,64,20,56,6,0,80,24,48,3,0,76,4,22,0,0,31,4,8,0,0,9,108,253,17,0,382,17,34,0,0,52,0,23,3,0,28,5,29,6,0,42,20,80,5,0,110,37,103,8,0,138,29,108,6,0,146,48,109,3,0,167,16,45,3,0,69,6,13,0,0,16,179,548,39,0,766
POA7162,0,11,5,0,15,0,11,0,0,12,4,21,0,0,26,5,19,0,0,27,10,28,0,0,40,22,43,0,0,69,21,36,3,0,60,8,23,0,0,31,0,0,0,0,0,69,205,10,0,282,0,13,0,0,12,0,5,0,0,9,9,19,0,0,24,25,13,4,0,36,11,37,0,0,45,20,47,0,0,68,22,28,0,0,50,8,27,0,0,33,0,0,0,0,5,90,181,11,0,284,3,26,3,0,31,8,15,0,0,18,11,38,0,0,42,25,40,7,0,62,16,61,0,0,79,40,93,3,0,144,43,66,3,0,113,18,48,0,0,66,0,5,5,0,4,163,382,22,0,564
POA7163,0,5,0,0,10,0,5,0,0,3,4,8,0,0,12,7,13,4,0,26,3,24,6,0,34,8,24,4,0,33,13,22,3,0,35,0,12,0,0,14,0,3,0,0,4,31,114,24,0,170,3,3,0,0,9,5,0,0,0,5,0,5,0,0,12,15,15,0,0,36,4,14,0,0,19,7,22,3,0,27,5,19,0,0,27,3,9,0,0,17,0,0,0,0,0,43,97,13,0,147,3,10,0,0,14,5,6,0,0,10,9,10,0,0,22,16,31,9,0,52,6,37,9,0,57,12,44,8,0,61,18,45,0,0,67,7,23,0,0,33,0,3,0,0,4,76,213,31,0,316
POA7170,32,153,3,0,191,16,138,3,0,161,24,263,14,0,296,61,260,5,0,332,97,313,10,0,424,75,356,15,0,450,84,253,27,0,355,26,103,7,0,140,0,25,0,0,25,416,1859,82,0,2361,44,114,0,0,159,21,107,5,0,126,45,222,3,0,264,79,288,10,0,378,100,338,3,0,444,80,356,8,0,445,61,244,10,0,317,30,105,6,0,142,3,20,0,0,27,465,1786,50,0,2295,75,270,6,0,355,42,238,7,0,289,66,480,16,0,559,143,548,16,0,707,197,649,18,0,864,156,711,25,0,890,150,499,33,0,673,51,211,13,0,276,3,42,0,0,43,879,3641,128,0,4656
POA7171,7,82,0,0,93,16,94,0,0,107,25,233,10,0,265,39,179,11,0,225,33,161,5,0,201,33,178,3,0,215,41,160,15,0,208,12,78,4,0,96,0,27,0,0,32,201,1198,47,0,1445,12,68,8,0,88,15,92,0,0,104,42,250,14,0,303,35,209,12,0,260,40,183,7,0,235,36,221,7,0,259,39,183,16,0,234,21,79,8,0,108,3,26,5,0,36,236,1310,72,3,1624,18,155,10,0,179,24,188,3,0,218,65,483,21,3,569,78,389,20,0,486,69,349,14,0,437,66,398,7,0,479,77,340,22,0,438,29,157,17,0,209,6,58,0,0,64,445,2509,117,3,3071
POA7172,15,100,4,0,117,14,84,3,0,103,42,239,10,0,298,27,212,9,0,252,31,179,10,0,225,54,212,10,0,269,42,182,18,0,239,20,115,12,0,143,5,50,5,0,57,246,1375,84,0,1705,12,74,5,0,96,20,86,3,0,112,46,255,14,0,314,46,207,18,0,270,35,215,10,0,261,60,216,8,0,284,53,210,10,0,269,22,156,16,0,195,4,80,9,0,90,295,1503,89,3,1895,34,174,9,0,219,35,166,12,0,214,91,495,24,0,606,69,420,33,0,521,65,397,28,0,487,107,428,11,0,556,96,390,25,0,513,41,272,22,0,345,6,128,14,0,146,539,2876,180,3,3598
POA7173,21,185,25,0,229,8,152,12,0,179,35,344,31,4,421,59,357,41,0,460,67,362,20,0,452,112,486,46,0,647,75,373,20,0,471,31,124,16,0,161,3,25,4,0,27,412,2409,214,3,3041,30,149,14,0,196,19,138,8,0,167,62,357,36,0,452,86,354,46,0,483,107,371,29,0,501,104,472,41,0,611,90,337,27,0,451,27,113,10,0,152,0,29,3,0,36,510,2315,219,4,3047,48,335,42,0,422,28,290,25,0,343,100,701,69,5,872,150,709,82,0,946,172,737,48,0,955,213,958,84,0,1259,161,710,49,0,919,58,232,30,0,315,3,51,7,0,64,923,4727,428,9,6085
POA7174,3,3,0,0,9,0,0,0,0,0,0,11,0,0,17,0,12,0,0,11,0,9,0,0,16,7,8,0,0,10,4,9,0,0,18,0,6,0,0,8,0,0,0,0,0,9,60,8,0,77,0,5,0,0,5,0,0,0,0,0,0,14,0,0,14,4,3,0,0,6,8,10,0,0,15,4,14,5,0,13,4,8,0,0,10,0,9,0,0,7,0,0,0,0,0,18,49,6,0,76,6,7,0,0,8,0,0,0,0,0,3,27,0,0,31,4,13,0,0,19,11,19,0,0,26,7,19,8,0,31,3,18,3,0,28,0,7,3,0,14,0,0,0,0,0,29,114,12,0,153
POA7175,3,0,0,0,6,5,3,0,0,3,4,3,0,0,9,4,5,0,0,4,5,7,0,0,13,7,10,0,0,16,3,9,0,0,17,3,3,0,0,8,0,0,0,0,0,26,51,3,0,73,0,0,0,0,0,0,4,0,0,3,6,3,0,0,8,4,4,0,0,10,0,0,0,0,5,10,12,0,0,23,9,3,0,0,7,0,3,0,0,9,0,3,0,0,4,28,32,4,0,66,3,0,0,0,6,3,4,0,0,12,5,6,0,0,15,8,8,0,0,18,5,11,0,0,16,17,24,0,0,36,10,10,0,0,26,4,9,5,0,12,0,5,0,0,4,56,81,6,0,141
POA7176,0,8,0,0,9,0,5,0,0,0,3,13,0,0,14,0,3,0,0,7,0,17,0,0,15,4,15,5,0,13,0,8,0,0,3,0,4,0,0,4,0,4,0,0,4,9,57,7,0,70,4,8,0,0,12,0,5,0,0,3,0,5,0,0,10,3,0,4,0,12,0,15,0,0,15,0,15,4,0,20,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,45,9,0,78,5,10,0,0,14,4,3,0,0,10,3,22,3,0,22,3,7,5,0,12,3,24,0,0,30,4,25,6,0,36,0,10,0,0,7,0,4,0,0,3,0,4,0,0,4,27,101,16,0,145
POA7177,0,7,0,0,12,4,8,0,0,12,4,23,0,0,23,9,25,0,0,29,4,20,0,0,24,5,34,0,0,38,7,32,5,0,41,0,13,0,0,11,0,3,0,0,8,32,162,6,0,202,0,4,0,0,4,0,8,0,0,5,6,20,0,0,24,3,14,0,0,19,6,20,0,0,26,6,25,0,0,28,12,26,0,0,35,3,13,0,0,19,0,4,0,0,0,35,130,4,0,166,0,11,0,0,17,4,10,0,0,16,13,40,0,0,48,8,41,0,0,50,10,40,0,0,50,15,51,0,0,68,15,54,3,0,70,3,27,0,0,36,0,8,5,0,9,63,289,8,0,363
POA7178,0,7,0,0,11,0,0,0,0,3,0,15,0,0,18,3,15,0,0,19,3,9,0,0,14,4,26,0,0,34,9,26,0,0,36,0,6,0,0,8,0,3,0,0,3,20,110,3,0,142,0,3,0,0,3,0,6,0,0,3,0,8,0,0,10,0,8,0,0,15,0,11,0,0,13,6,30,3,0,39,3,19,0,0,25,3,6,0,0,10,0,5,0,0,5,21,101,8,0,130,0,14,0,0,14,0,6,0,0,7,0,21,3,0,25,4,22,0,0,28,5,24,0,0,27,11,60,6,0,74,9,46,3,0,54,6,15,0,0,19,0,8,0,0,13,39,213,16,0,269
POA7179,0,10,0,0,11,0,5,0,0,5,5,18,0,0,19,5,13,3,0,20,5,22,0,0,31,10,28,4,0,38,16,32,0,0,51,3,19,0,0,25,0,0,0,0,8,45,141,17,0,204,0,6,0,0,6,0,4,0,0,4,3,11,0,0,15,5,12,0,0,21,5,18,0,0,21,11,38,6,0,51,11,26,4,0,41,6,11,0,0,11,0,0,0,0,3,43,124,9,0,179,0,16,0,0,15,0,5,0,0,5,6,25,0,0,32,6,26,3,0,38,9,40,4,0,51,22,65,8,0,92,29,59,3,0,91,9,27,0,0,36,0,8,0,0,9,85,267,25,0,376
POA7180,0,3,0,0,3,0,4,0,0,5,0,3,0,0,8,0,0,0,0,4,0,0,0,0,3,4,12,3,0,19,10,17,0,0,36,6,6,0,0,9,0,0,0,0,0,20,53,7,0,84,0,0,0,0,0,0,4,0,0,4,0,3,0,0,3,5,6,0,0,6,0,0,0,0,9,11,13,4,0,24,3,16,0,0,15,0,0,0,0,0,0,0,0,0,0,16,49,3,0,72,0,3,0,0,3,0,8,0,0,10,0,14,0,0,16,0,6,4,0,12,0,3,0,0,11,11,29,4,0,43,15,30,0,0,51,6,11,0,0,14,0,0,0,0,0,36,99,15,0,150
POA7182,0,5,0,0,3,0,3,0,0,5,0,11,4,0,16,4,7,0,0,12,0,12,7,0,17,5,24,0,0,21,6,19,4,0,28,4,6,0,0,13,0,0,0,0,6,18,94,21,0,126,0,4,0,0,0,0,0,0,0,0,0,9,4,0,18,7,10,0,0,20,0,4,0,0,6,9,28,3,0,34,5,22,3,0,29,0,9,0,0,9,0,0,0,0,3,27,86,13,0,126,0,8,0,0,10,0,5,0,0,5,3,24,15,0,42,10,20,0,0,35,5,18,7,0,23,16,47,3,0,61,4,42,7,0,57,4,18,0,0,25,0,4,3,0,5,41,175,35,0,256
POA7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,5,0,0,5,0,7,0,0,7,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,3,16,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,6,9,0,0,8,0,9,0,0,12,0,4,0,0,5,4,0,0,0,4,0,0,0,0,0,11,23,3,0,34
