POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christian_Assyrian_Apostol_M,Christian_Assyrian_Apostol_F,Christian_Assyrian_Apostol_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christian_Churches_Christ_M,Christian_Churches_Christ_F,Christian_Churches_Christ_P,Christian_Eastern_Orthodox_M,Christian_Eastern_Orthodox_F,Christian_Eastern_Orthodox_P,Christian_Jehovah_Witnesses_M,Christian_Jehovah_Witnesses_F,Christian_Jehovah_Witnesses_P,Christian_Latter_Day_Saints_M,Christian_Latter_Day_Saints_F,Christian_Latter_Day_Saints_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christian_Oriental_Orthodox_M,Christian_Oriental_Orthodox_F,Christian_Oriental_Orthodox_P,Christian_Other_Protestant_M,Christian_Other_Protestant_F,Christian_Other_Protestant_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christian_Presbyt_Reformed_M,Christian_Presbyt_Reformed_F,Christian_Presbyt_Reformed_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christian_Sevnth_day_Advent_M,Christian_Sevnth_day_Advent_F,Christian_Sevnth_day_Advent_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Oth_Rel_Aus_Abor_Trad_Rel_M,Oth_Rel_Aus_Abor_Trad_Rel_F,Oth_Rel_Aus_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Oth_Relig_Oth_Rel_Groups_M,Oth_Relig_Oth_Rel_Groups_F,Oth_Relig_Oth_Rel_Groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_No_Religion_M,SB_OSB_NRA_No_Religion_F,SB_OSB_NRA_No_Religion_P,SB_OSB_NRA_Sec_Beliefs_M,SB_OSB_NRA_Sec_Beliefs_F,SB_OSB_NRA_Sec_Beliefs_P,SB_OSB_NRA_Oth_Sp_Beliefs_M,SB_OSB_NRA_Oth_Sp_Beliefs_F,SB_OSB_NRA_Oth_Sp_Beliefs_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA6572,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,13,34,0,0,0,0,0,0,18,13,34,0,0,3,0,0,0,30,30,60
POA6574,0,0,0,7,8,11,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,31,0,0,0,0,0,0,25,11,31,0,4,3,0,0,0,38,28,66
POA6575,0,0,0,10,7,17,0,0,0,5,5,7,0,0,0,9,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,48,0,0,0,0,0,0,25,20,48,11,7,19,0,0,0,66,50,115
POA6603,3,4,4,104,91,195,0,0,0,9,8,11,0,0,0,81,61,143,0,0,0,0,0,0,0,0,0,3,0,7,0,3,4,0,0,0,0,0,4,4,0,8,11,13,19,0,0,0,0,0,0,21,22,38,21,14,38,0,0,0,248,215,469,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,3,5,3,3,5,259,230,492,0,0,0,4,0,3,263,228,493,64,58,124,0,0,4,588,517,1106
POA6605,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,12,0,0,0,0,0,0,10,3,12,5,5,9,0,0,0,27,17,41
POA6606,0,0,5,13,15,25,0,0,0,3,6,4,0,0,0,12,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,36,32,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,59,0,0,0,0,0,0,31,26,59,3,0,3,0,0,0,67,61,128
POA6608,0,0,0,9,9,19,0,0,0,4,4,9,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,30,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,61,0,0,0,0,0,0,27,30,61,19,18,38,0,0,0,78,62,140
POA6609,0,0,0,44,59,97,0,0,0,20,22,41,53,53,104,67,56,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,3,0,0,0,0,0,0,16,22,38,18,22,44,0,0,0,222,228,451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,130,284,0,0,0,0,0,0,160,130,288,78,65,148,0,0,0,462,421,884
POA6612,0,0,0,14,16,28,0,0,0,5,3,8,0,0,0,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,34,31,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,36,91,0,0,0,0,0,0,51,38,87,17,19,41,0,0,0,101,88,196
POA6613,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,0,5,0,0,0,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,28,0,0,0,0,0,0,17,13,34,0,0,0,0,0,0,28,24,50
POA6614,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,8,9,13
POA6616,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,0,0,0,0,0,8,4,12,16,11,26,0,0,0,29,24,55
POA6620,3,6,9,53,43,102,0,0,0,10,6,7,0,0,0,77,36,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,11,0,0,0,5,4,8,8,4,10,8,5,16,0,0,0,178,101,276,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,78,306,0,0,5,0,0,0,229,79,312,303,81,381,5,0,5,724,263,985
POA6623,0,0,0,50,42,92,0,0,0,4,0,7,0,0,0,42,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,3,0,0,5,3,0,7,0,9,10,0,0,0,0,0,0,103,106,208,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,119,248,0,0,0,0,0,0,124,119,248,100,84,185,0,0,0,334,309,649
POA6625,0,0,0,4,3,15,0,0,0,0,0,0,0,0,0,4,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,18,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,21,0,0,0,0,0,0,17,12,26,0,3,3,0,0,0,27,23,56
POA6627,0,0,0,9,6,9,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,15,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,16,0,0,0,0,0,0,13,7,16,12,9,22,0,0,0,38,29,71
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,4,6,9,0,0,0,0,0,0,9,5,15
POA6630,0,3,3,34,41,72,0,0,0,4,0,6,0,0,0,82,63,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,4,6,0,0,0,9,6,15,5,6,14,5,7,11,0,0,4,147,130,277,0,0,0,0,0,0,0,0,0,6,6,13,0,0,0,0,0,0,6,8,12,92,106,204,0,0,0,0,0,0,94,106,205,66,62,131,0,0,0,320,309,627
POA6631,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,8,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,17
POA6632,0,0,0,4,10,14,0,0,0,0,0,0,0,0,0,23,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,10,10,18,0,0,0,0,0,0,44,33,76
POA6635,4,3,8,42,15,56,0,0,0,0,0,0,0,0,0,86,42,124,0,0,0,3,3,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,141,74,210,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,6,194,72,268,0,0,0,0,0,0,198,73,270,456,128,578,0,0,0,807,278,1082
POA6638,3,4,10,52,32,87,0,0,0,3,5,8,0,0,0,79,43,121,0,0,0,3,0,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,14,3,17,0,4,4,0,0,0,13,4,15,8,16,26,0,0,0,195,113,302,6,0,3,5,0,5,0,0,0,0,0,0,4,0,4,3,0,3,4,0,3,239,123,359,0,4,3,0,0,0,240,122,361,460,207,667,0,0,0,909,448,1356
POA6639,0,0,0,15,10,27,0,0,0,0,0,0,0,0,0,21,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,5,5,0,5,0,0,0,52,24,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,67,6,0,6,0,0,0,39,27,66,111,29,136,0,0,0,203,75,283
POA6640,4,0,4,46,18,59,0,0,0,4,3,8,0,0,0,75,29,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,9,4,4,3,0,0,0,0,0,0,8,7,17,9,3,17,0,0,0,156,64,222,0,0,0,4,0,6,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,186,61,251,0,0,0,0,0,0,185,64,252,47,22,70,3,0,3,408,157,562
POA6642,19,10,23,103,47,147,0,0,0,13,11,24,0,0,0,174,71,244,9,0,12,5,4,7,3,3,4,0,0,3,6,4,5,0,0,0,7,0,7,7,0,7,11,7,23,0,0,7,40,48,86,16,10,22,31,17,50,0,0,3,435,219,655,6,0,7,3,0,3,0,0,0,5,4,3,0,0,0,9,3,14,12,8,16,606,272,875,3,0,6,3,0,0,616,272,887,553,223,776,7,4,12,1649,736,2388
POA6646,8,4,13,42,10,52,0,0,0,6,0,14,0,0,0,75,25,102,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,5,0,3,5,0,6,4,0,4,0,0,0,17,32,52,8,0,12,12,11,23,0,0,0,183,87,271,5,0,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,129,455,10,0,10,0,0,0,336,129,461,431,114,541,5,0,5,975,336,1306
POA6701,63,73,132,545,522,1070,0,0,0,29,40,72,0,0,0,791,833,1623,45,59,106,14,13,26,38,50,91,0,0,3,7,15,17,0,0,0,13,15,34,13,13,35,68,57,128,3,11,15,15,15,30,111,137,241,108,99,211,0,3,6,1816,1880,3697,17,14,32,28,14,39,4,6,12,13,5,16,4,3,9,5,17,18,22,21,48,1673,1430,3103,8,4,15,4,3,10,1687,1436,3127,678,578,1261,75,32,109,4391,4063,8458
POA6705,0,0,0,23,19,49,0,0,0,0,3,5,0,0,0,12,19,36,7,0,5,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,8,0,0,3,3,0,3,0,0,0,59,58,124,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,78,66,146,0,0,4,0,0,0,81,68,148,25,17,40,0,0,0,169,147,310
POA6707,22,20,41,413,440,858,0,0,0,29,39,67,0,0,0,455,493,950,3,8,15,17,23,33,16,5,24,0,0,7,9,7,14,0,0,0,15,21,37,3,6,14,43,38,86,5,4,4,3,0,7,70,90,159,76,70,147,0,0,0,1162,1253,2409,12,5,13,5,3,8,0,6,0,0,0,0,0,0,0,9,5,14,9,5,14,1726,1554,3278,12,9,17,0,4,5,1731,1566,3299,264,224,488,19,26,45,3222,3096,6320
POA6710,8,13,19,127,100,220,0,0,0,12,0,16,0,0,0,170,121,291,0,0,0,9,0,10,0,0,4,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,22,13,33,0,0,4,3,9,12,20,23,47,24,22,48,0,0,0,396,303,701,0,0,0,7,4,8,0,4,6,12,12,26,0,0,0,0,3,3,12,20,31,504,338,848,5,0,4,4,0,6,512,344,857,269,238,507,12,18,37,1221,936,2153
POA6712,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,21,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,42,5,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,55,0,0,0,0,0,0,50,6,55,175,17,193,3,3,4,273,26,302
POA6713,6,3,13,60,58,119,0,0,0,6,4,3,0,0,0,97,103,199,0,0,0,7,4,4,0,3,8,0,0,0,0,5,5,0,0,0,4,0,3,0,0,0,11,8,16,3,0,0,0,0,0,11,11,26,12,10,21,0,0,0,213,205,416,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,398,351,750,0,0,0,0,0,0,403,349,754,83,80,167,5,0,4,707,646,1362
POA6714,149,183,336,795,630,1424,0,0,0,158,153,313,0,0,0,1784,1505,3287,20,10,31,43,38,80,35,24,60,29,25,56,34,17,53,4,0,4,46,39,82,41,34,83,83,61,143,10,11,25,21,26,48,132,138,265,223,228,458,13,13,26,3461,2965,6429,180,134,318,142,100,243,10,10,17,3,0,6,22,20,48,25,19,40,50,41,93,5363,3940,9305,30,17,45,9,9,23,5403,3971,9375,3616,1599,5215,98,28,129,13115,9033,22149
POA6716,16,19,30,112,65,176,0,0,0,19,4,23,0,0,0,254,107,358,0,0,0,11,3,14,0,0,0,6,0,6,0,0,5,0,0,0,0,0,0,10,0,14,18,7,18,0,0,0,0,0,4,18,5,21,20,15,40,0,0,0,474,210,688,14,6,21,18,4,21,0,0,0,5,3,4,3,0,3,9,7,9,12,10,22,707,316,1021,0,0,6,0,0,0,706,318,1026,489,142,634,9,3,14,1737,710,2447
POA6718,0,0,7,20,21,40,0,0,0,0,0,0,0,0,0,33,18,52,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,6,4,0,0,0,0,0,0,6,6,5,31,34,68,0,0,0,97,87,185,0,0,0,0,0,0,0,0,0,36,23,55,0,0,0,0,0,0,37,23,61,163,163,331,0,0,0,0,0,0,163,165,328,326,148,478,0,0,0,627,422,1051
POA6720,14,21,32,137,107,248,0,0,0,19,10,28,0,0,0,253,163,415,4,3,6,0,0,0,4,0,4,3,0,3,4,0,4,0,0,0,3,5,3,4,7,13,15,9,25,0,3,4,0,0,3,23,18,37,50,40,93,0,0,0,517,377,892,11,9,20,9,0,9,3,0,5,0,0,0,0,0,0,0,0,5,8,0,6,825,536,1355,6,0,9,5,0,5,828,531,1365,519,256,775,7,6,12,1908,1204,3114
POA6721,17,34,55,321,260,581,0,0,0,34,32,71,0,0,0,539,433,968,0,0,0,11,7,18,12,15,26,0,3,4,11,8,23,3,0,5,18,5,27,26,33,64,30,23,53,0,0,3,5,15,17,48,52,103,63,62,129,5,0,6,1131,966,2097,30,20,43,32,27,66,3,3,6,6,0,6,11,8,14,8,19,27,22,23,50,1461,1082,2546,10,4,15,4,3,7,1474,1092,2571,689,410,1097,15,14,32,3425,2590,6012
POA6722,68,99,167,324,317,647,0,0,0,77,76,156,0,0,0,1063,954,2020,18,22,42,22,19,47,36,40,75,34,35,68,16,12,33,0,0,0,23,21,45,61,85,145,55,45,100,0,0,3,29,30,61,84,80,167,181,177,361,6,3,9,2038,1932,3972,101,77,181,243,198,439,5,0,0,9,13,19,6,3,12,17,5,23,36,17,50,2973,2298,5270,23,9,24,6,7,13,3004,2307,5314,2031,1011,3040,30,13,38,7555,5657,13209
POA6725,44,97,143,736,783,1519,0,0,0,63,69,132,0,0,0,1630,1906,3535,19,20,37,12,17,30,17,24,42,4,4,6,15,27,41,0,0,3,25,38,66,77,84,159,92,106,200,3,9,17,12,18,30,136,186,316,156,199,355,6,9,21,2997,3502,6501,18,18,35,41,25,60,3,7,13,7,18,29,4,3,6,11,14,23,22,37,62,3463,3328,6798,16,17,31,5,17,19,3487,3363,6851,1221,1171,2388,56,71,122,7899,8278,16174
POA6726,20,59,78,466,538,1003,0,0,0,43,40,82,0,0,3,843,1048,1895,3,4,12,12,11,24,24,18,43,4,6,8,6,9,19,0,0,0,13,15,28,17,29,50,61,44,109,5,6,10,8,6,11,87,125,213,69,60,127,0,0,0,1662,1983,3639,17,11,28,15,15,27,4,0,5,3,5,7,6,4,5,9,13,19,14,19,35,1914,1905,3820,15,11,24,0,8,5,1924,1925,3849,818,894,1708,19,35,57,4485,4935,9425
POA6728,20,15,33,204,204,408,0,0,0,31,42,72,0,0,0,474,481,955,9,9,14,5,4,8,3,0,9,0,4,4,14,14,27,0,0,0,184,200,381,35,37,69,40,28,66,3,6,10,14,23,38,82,112,191,182,192,381,5,0,0,1273,1362,2638,8,3,10,20,12,29,0,0,0,13,4,16,0,0,3,10,10,19,25,16,39,1224,997,2221,10,7,15,5,0,5,1234,1007,2241,1132,959,2089,13,21,36,3723,3394,7125
POA6740,11,4,10,72,58,128,0,0,0,10,3,11,0,0,0,353,328,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,10,15,22,19,39,13,9,16,0,0,0,0,0,0,28,23,48,19,17,39,0,0,0,525,465,989,4,0,4,3,0,3,3,0,4,12,16,27,0,0,0,3,3,4,11,17,32,491,336,824,0,0,0,0,0,0,485,336,821,339,172,517,12,10,25,1399,1008,2408
POA6743,25,52,74,366,403,769,0,0,0,49,58,113,0,0,0,770,900,1670,4,7,13,17,12,27,12,10,19,0,3,4,28,28,51,5,0,7,31,37,65,41,67,105,55,51,98,6,5,14,10,11,16,96,133,230,130,180,310,4,3,9,1619,1898,3517,28,12,45,16,12,26,7,3,10,47,46,89,0,0,5,13,11,21,58,59,113,2006,1781,3786,20,6,22,3,10,17,2026,1798,3827,759,721,1487,55,60,112,4590,4616,9208
POA6751,52,43,98,420,217,638,0,0,0,86,41,130,0,0,0,806,379,1187,5,0,3,30,10,35,10,16,21,13,11,21,14,7,23,0,0,0,9,7,22,26,14,44,56,20,75,9,5,10,11,3,16,78,34,114,120,68,182,0,0,0,1693,833,2533,26,9,35,36,21,57,4,4,5,33,39,71,8,0,8,11,3,9,47,41,86,2333,1195,3524,8,8,19,4,4,10,2348,1204,3554,1948,605,2549,31,16,47,6201,2772,8971
POA6753,80,64,143,549,200,747,0,0,0,106,75,186,0,0,0,1221,510,1731,10,3,13,35,24,65,12,8,18,7,4,14,26,17,35,3,0,3,36,18,56,53,29,82,86,24,108,5,0,7,56,43,94,83,36,123,227,155,385,6,3,13,2531,1152,3686,98,24,121,88,33,126,0,0,0,32,23,57,10,4,14,20,7,31,61,42,101,3492,1679,5176,31,14,42,13,12,22,3536,1706,5234,3301,900,4196,64,18,87,9770,3934,13709
POA6754,11,9,15,61,31,95,0,0,0,8,0,4,0,0,0,136,98,230,0,0,0,0,0,0,0,0,0,0,6,6,0,6,3,0,0,0,0,4,3,4,4,9,7,3,15,0,0,0,3,4,5,9,5,20,11,8,22,4,5,7,255,174,425,0,5,3,9,8,18,0,0,0,0,5,5,0,0,0,0,4,7,0,3,7,423,262,692,0,0,0,0,0,0,427,266,691,378,128,512,6,0,6,1092,586,1673
POA6758,13,6,16,108,24,130,0,0,0,18,3,25,0,0,0,234,38,273,0,0,4,3,0,3,3,0,9,7,0,10,3,0,3,0,0,0,8,0,16,13,4,14,17,0,16,0,0,0,3,5,15,21,0,20,35,9,41,0,0,0,476,103,580,8,0,8,18,0,19,0,0,0,10,19,31,3,0,3,5,3,5,25,20,44,737,148,889,3,0,8,0,0,0,744,152,894,981,176,1155,8,6,13,2269,456,2734
POA6760,8,4,14,87,37,125,0,0,0,24,26,57,0,0,0,199,51,247,0,4,5,8,0,10,0,0,0,4,0,4,7,5,13,0,0,0,0,0,0,3,0,3,20,3,26,3,0,0,7,3,11,16,11,29,24,14,37,0,0,0,419,155,571,4,0,8,15,0,15,0,0,0,19,12,24,0,0,0,5,3,12,22,18,36,553,225,777,9,0,8,0,4,6,561,226,789,667,151,809,8,6,13,1702,559,2263
POA6762,3,7,13,55,9,64,0,0,0,15,4,18,0,0,0,105,17,125,0,0,0,7,0,8,5,0,5,7,0,7,5,0,6,0,0,0,0,0,3,7,0,7,9,0,9,0,0,0,0,0,0,4,0,5,62,37,96,0,0,0,275,76,355,6,0,9,9,0,7,0,0,0,19,19,36,0,0,0,3,0,4,23,17,38,390,78,471,0,0,0,3,5,8,396,80,482,354,62,414,5,0,5,1071,249,1318
POA6765,4,13,17,43,49,88,0,0,0,15,15,26,0,0,0,75,74,151,5,0,6,0,0,3,0,0,0,0,0,5,5,3,6,0,0,0,156,191,345,3,10,13,7,3,11,0,0,0,0,4,4,17,28,42,35,37,75,0,0,0,366,408,774,3,3,5,5,4,5,0,0,0,37,34,67,0,0,0,0,3,0,37,33,66,275,283,558,3,0,4,0,0,0,277,283,560,319,343,665,3,5,4,1013,1092,2104
POA6770,17,15,25,108,123,232,0,0,0,33,31,63,0,0,0,530,553,1084,0,0,3,4,0,4,4,0,6,0,0,3,13,13,28,0,0,0,181,196,382,116,150,260,10,6,25,0,0,3,6,3,13,85,91,173,91,78,169,0,0,0,1183,1250,2428,0,6,7,0,0,7,3,3,9,42,46,86,3,0,3,5,3,8,49,48,99,579,487,1067,7,0,7,0,0,0,586,489,1075,426,352,775,11,9,22,2274,2169,4441
POA7000,167,209,376,547,691,1243,0,0,0,50,43,90,0,4,4,837,1039,1879,0,6,8,74,81,159,10,11,15,9,3,11,16,15,23,16,25,35,23,26,53,30,38,69,88,102,191,3,8,13,4,6,10,101,137,242,109,148,262,10,29,38,1930,2417,4348,271,229,503,166,99,263,10,16,24,0,0,0,32,30,65,40,33,72,76,67,145,4705,4840,9543,63,45,104,19,22,39,4777,4907,9686,843,761,1606,202,25,228,8445,8725,17167
POA7004,82,104,187,359,467,826,0,0,0,8,21,32,0,0,0,325,436,760,0,3,3,27,23,48,5,12,20,5,8,15,8,8,13,0,0,0,13,10,22,8,12,24,38,50,91,0,7,7,5,3,7,32,62,99,66,69,134,11,16,26,910,1214,2126,112,86,197,54,36,88,3,8,17,0,0,0,12,7,19,15,12,30,23,24,48,2386,2430,4814,26,15,41,5,15,20,2415,2457,4875,256,313,577,12,9,21,3871,4263,8129
POA7005,151,181,331,797,1018,1815,0,0,0,42,37,81,0,0,0,717,906,1621,9,5,7,139,136,281,3,5,8,6,3,12,11,11,22,13,13,17,19,23,38,31,41,70,75,123,198,0,0,3,5,8,17,92,153,241,120,120,238,18,16,26,2092,2616,4706,244,166,408,171,145,319,20,17,35,0,0,0,36,33,61,25,29,49,60,60,117,3654,3479,7136,28,26,56,11,11,21,3694,3521,7211,394,381,781,26,33,60,6842,7119,13963
POA7007,31,42,70,211,226,434,0,0,0,9,7,19,0,0,0,143,196,337,0,0,0,23,21,47,3,0,10,3,11,16,0,3,7,5,4,6,4,5,10,7,15,20,22,33,54,0,0,0,0,0,0,13,36,49,36,33,70,0,12,12,479,602,1080,23,20,42,39,31,73,6,0,5,0,0,0,0,4,3,8,9,22,11,16,24,964,868,1826,20,12,31,8,4,10,987,885,1869,70,78,143,0,3,4,1641,1668,3311
POA7008,81,132,210,559,729,1293,0,0,0,28,31,62,15,8,21,925,1133,2056,10,15,19,83,89,176,0,16,19,12,17,27,14,14,24,11,7,20,9,20,25,27,52,78,53,73,126,8,16,25,3,7,9,93,138,234,102,144,241,13,18,35,1979,2519,4498,350,299,653,150,110,254,17,8,22,0,0,0,94,75,175,27,43,74,129,118,243,3286,3207,6486,41,31,71,4,12,13,3324,3252,6570,334,335,670,16,14,32,6368,6787,13160
