SAL_CODE_2021,Num_mot_veh_per_dwg_None_Dwgs,Nu_mo_veh_pe_dw_1_mo_veh_Dwgs,Nu_mo_ve_pe_dw_2_mot_veh_Dwgs,Nu_mo_ve_pe_dw_3_mot_veh_Dwgs,Nu_mo_ve_pe_dw_4_mo_veh_Dwgs,Num_mot_veh_per_dwg_Tot_Dwgs,Num_mot_veh_ns_Dwgs,Total_Dwellings
SAL50878,0,0,0,3,6,7,0,7
SAL50879,3,54,131,65,48,294,6,304
SAL50880,19,144,137,33,15,353,24,376
SAL50881,29,406,650,293,251,1629,37,1672
SAL50882,0,13,9,0,4,21,0,21
SAL50883,0,3,5,0,6,18,3,18
SAL50884,4,6,4,0,0,16,7,21
SAL50885,0,0,5,4,3,18,0,18
SAL50886,0,4,6,0,0,12,0,12
SAL50887,0,0,0,0,0,0,0,0
SAL50888,0,0,0,0,0,4,3,6
SAL50889,0,10,23,12,4,51,4,55
SAL50890,572,2181,995,231,85,4061,456,4517
SAL50891,129,646,607,224,114,1716,117,1827
SAL50892,0,9,8,8,0,22,3,24
SAL50893,87,513,674,213,75,1557,48,1608
SAL50894,24,6,0,0,0,29,5,30
SAL50895,0,12,24,13,5,57,6,64
SAL50896,156,1042,1365,583,366,3511,119,3633
SAL50897,0,5,12,0,6,22,7,29
SAL50898,0,25,66,34,23,155,7,165
SAL50899,42,139,35,10,14,241,28,265
SAL50900,0,0,3,5,5,16,7,22
SAL50901,0,22,38,26,56,149,0,152
SAL50902,14,24,9,5,5,49,17,68
SAL50903,109,1094,1351,414,180,3153,242,3395
SAL50904,3,19,73,76,85,253,14,273
SAL50905,12,195,422,127,79,835,20,859
SAL50906,0,0,0,0,0,5,0,5
SAL50907,0,5,0,0,0,6,0,5
SAL50908,0,4,9,6,6,20,0,20
SAL50909,0,0,0,0,0,0,0,0
SAL50910,0,0,0,0,0,0,0,0
SAL50911,16,147,237,105,100,604,28,624
SAL50912,3,12,5,0,7,33,3,34
SAL50913,5,42,37,5,15,113,11,117
SAL50914,0,0,0,0,0,0,0,0
SAL50915,0,0,3,0,3,5,0,5
SAL50916,0,17,24,16,8,69,0,71
SAL50917,682,3343,1851,328,153,6344,350,6697
SAL50918,0,0,3,12,4,25,0,28
SAL50919,4,3,4,4,4,16,0,14
SAL50920,33,345,647,209,117,1352,48,1399
SAL50921,0,4,0,0,0,7,3,6
SAL50922,115,1177,1349,395,150,3190,136,3319
SAL50923,0,23,34,16,13,80,11,90
SAL50924,0,17,9,0,0,29,0,33
SAL50925,83,451,331,90,39,993,81,1073
SAL50926,41,114,71,19,19,260,57,315
SAL50927,0,0,0,0,0,0,0,0
SAL50928,0,12,22,19,19,73,4,73
SAL50929,0,0,5,0,4,11,0,11
SAL50930,0,11,24,16,11,66,3,65
SAL50931,0,0,0,0,0,0,0,0
SAL50932,78,733,1047,281,157,2299,71,2370
SAL50933,113,463,318,108,64,1060,71,1134
SAL50934,12,29,15,10,0,63,24,90
SAL50935,0,0,5,0,0,5,0,5
SAL50936,0,8,6,12,3,34,9,39
SAL50937,0,0,7,7,5,22,0,22
SAL50938,66,372,362,141,59,998,142,1146
SAL50939,167,871,662,206,122,2023,140,2161
SAL50940,0,10,3,0,7,14,0,18
SAL50941,3,27,33,22,17,102,19,117
SAL50942,0,0,4,0,0,11,0,11
SAL50943,0,0,3,0,0,4,0,8
SAL50944,52,402,376,146,103,1085,214,1297
SAL50945,3,18,36,14,15,86,9,97
SAL50946,9,163,127,33,11,347,24,369
SAL50947,450,1510,707,126,52,2841,539,3376
SAL50948,80,309,298,91,59,831,61,899
SAL50949,0,10,8,10,5,41,4,46
SAL50950,12,179,320,107,40,663,114,773
SAL50951,8,209,473,144,55,892,8,905
SAL50952,0,14,36,23,14,84,9,98
SAL50953,6,24,61,42,40,167,5,177
SAL50954,0,0,6,0,3,8,7,15
SAL50955,0,31,5,0,0,35,9,45
SAL50956,0,3,0,5,0,9,0,9
SAL50957,7,95,129,66,47,345,14,358
SAL50958,0,0,5,0,0,6,0,6
SAL50959,0,0,6,4,5,21,0,18
SAL50960,38,640,1141,482,315,2617,59,2679
SAL50961,0,6,0,0,5,15,4,15
SAL50962,0,9,0,0,0,13,0,13
SAL50963,5,42,46,14,9,119,52,173
SAL50964,0,4,15,3,5,34,5,32
SAL50965,3,18,3,0,3,35,0,36
SAL50966,0,0,0,3,8,12,0,12
SAL50967,0,5,6,0,3,16,0,17
SAL50968,7,67,13,9,7,110,8,117
SAL50969,67,341,288,89,40,820,45,866
SAL50970,185,802,792,419,223,2422,189,2615
SAL50971,15,25,0,0,6,50,12,54
SAL50972,0,0,7,4,4,16,3,19
SAL50973,0,8,17,5,4,33,9,36
SAL50974,0,8,12,3,11,30,0,31
SAL50975,0,13,28,24,16,83,4,84
SAL50976,0,8,12,8,4,26,7,29
SAL50977,0,4,0,0,7,9,0,9
SAL50978,0,39,28,6,3,80,3,80
SAL50979,0,0,0,3,0,6,0,6
SAL50980,0,17,58,26,23,127,20,142
SAL50981,0,4,4,0,5,20,5,22
SAL50982,3,0,8,4,7,18,0,21
SAL50983,0,14,26,18,8,69,17,83
SAL50984,0,3,5,3,0,12,0,14
SAL50985,0,0,0,0,0,0,0,0
SAL50986,0,0,3,4,6,11,0,8
SAL50987,0,17,28,12,18,76,23,99
SAL50988,37,251,205,83,66,632,110,739
SAL50989,0,0,0,0,0,0,0,0
SAL50990,0,0,0,0,0,4,0,9
SAL50991,0,3,14,3,4,25,3,27
SAL50992,3,39,99,68,61,274,9,282
SAL50993,8,68,62,22,0,162,49,209
SAL50994,0,4,7,0,6,15,0,15
SAL50995,0,0,5,0,0,5,0,5
SAL50996,0,52,119,84,56,310,16,327
SAL50997,30,117,89,37,11,272,59,331
SAL50998,474,3095,3428,1053,555,8609,363,8971
SAL50999,0,4,3,6,4,11,0,11
SAL51000,329,1301,1288,393,213,3527,179,3702
SAL51001,0,0,5,4,0,13,0,14
SAL51002,0,0,0,3,0,8,0,8
SAL51003,0,0,0,0,0,0,0,0
SAL51004,35,342,376,174,115,1037,111,1153
SAL51005,0,0,0,0,0,0,0,8
SAL51006,3,11,6,0,0,25,0,25
SAL51007,0,0,0,0,0,4,0,4
SAL51008,76,558,771,257,115,1777,46,1822
SAL51009,15,118,94,33,21,273,19,290
SAL51010,0,8,16,3,8,34,3,34
SAL51011,0,0,0,0,0,0,0,3
SAL51012,0,0,5,0,0,11,7,18
SAL51013,0,13,23,17,7,61,3,66
SAL51014,62,43,17,3,0,118,16,130
SAL51015,141,1019,1333,336,126,2966,93,3059
SAL51016,16,230,443,242,223,1152,41,1194
SAL51017,0,0,3,5,4,16,4,18
SAL51018,0,0,0,0,0,4,0,7
SAL51019,0,0,0,0,4,3,0,7
SAL51020,0,3,0,0,0,3,0,3
SAL51021,376,2120,1565,409,205,4686,178,4864
SAL51022,0,0,0,0,0,0,0,0
SAL51023,0,0,8,0,0,9,0,9
SAL51024,13,84,45,13,14,171,140,309
SAL51025,21,205,169,38,16,459,26,478
SAL51026,23,314,444,227,121,1136,42,1175
SAL51027,0,0,0,0,0,3,0,3
SAL51028,0,0,0,0,0,0,0,0
SAL51029,0,0,0,0,0,0,0,0
SAL51030,87,975,1227,383,202,2874,72,2944
SAL51031,39,294,282,130,87,837,40,872
SAL51032,0,0,0,0,0,0,0,0
SAL51033,8,10,7,0,0,24,4,28
SAL51034,0,0,3,0,6,12,0,12
SAL51035,0,0,3,0,0,3,0,3
SAL51036,19,426,506,191,59,1208,61,1266
SAL51037,0,4,11,9,4,19,4,28
SAL51038,0,0,0,0,0,0,0,0
SAL51039,0,0,0,0,0,0,0,0
SAL51040,3,53,107,79,81,321,20,343
SAL51041,0,10,22,15,11,55,5,57
SAL51042,37,48,12,0,0,93,28,120
SAL51043,0,0,3,0,0,7,0,7
SAL51044,5,54,53,20,17,150,22,171
SAL51045,0,0,0,0,0,0,0,0
SAL51046,4,4,5,0,3,14,4,14
SAL51047,32,472,1020,388,222,2132,45,2177
SAL51048,0,20,16,17,12,58,4,64
SAL51049,8,83,38,17,5,152,43,196
SAL51050,6,29,35,25,13,103,13,114
SAL51051,4,26,28,12,15,75,8,82
SAL51052,0,4,13,8,8,35,5,41
SAL51053,0,4,9,9,0,27,0,27
SAL51054,0,13,0,0,0,8,7,15
SAL51055,49,324,440,217,161,1186,52,1234
SAL51056,6,70,160,90,86,405,28,434
SAL51057,0,0,0,0,0,0,0,0
SAL51058,0,4,3,5,10,18,0,20
SAL51059,5,21,15,7,9,54,6,61
SAL51060,0,10,13,14,21,58,3,65
SAL51061,0,0,3,6,3,16,0,15
SAL51062,0,9,17,13,3,36,3,43
SAL51063,6,20,4,8,6,39,6,41
SAL51064,49,402,373,141,69,1040,29,1075
SAL51065,0,0,0,3,0,9,0,9
SAL51066,0,0,0,0,0,7,0,7
SAL51067,0,54,43,24,17,143,11,153
SAL51068,0,0,0,0,0,0,0,0
SAL51069,66,277,296,69,55,767,27,789
SAL51070,0,24,50,46,39,164,39,197
SAL51071,0,16,19,9,0,49,6,50
SAL51072,0,0,0,0,3,3,0,3
SAL51073,0,0,0,0,0,0,0,0
SAL51074,0,0,8,3,5,14,0,14
SAL51075,0,0,3,7,0,14,0,14
SAL51076,0,17,44,27,26,105,18,118
SAL51077,0,0,3,0,0,5,0,13
SAL51078,0,0,6,0,3,13,4,10
SAL51079,0,7,22,0,0,26,0,26
SAL51080,0,0,0,0,0,0,0,0
SAL51081,0,5,0,7,8,22,12,30
SAL51082,0,4,3,3,0,12,0,12
SAL51083,30,130,159,61,32,408,46,458
SAL51084,0,12,13,0,6,33,11,44
SAL51085,7,78,14,7,3,109,12,131
SAL51086,0,18,42,26,17,98,7,104
SAL51087,0,0,3,0,0,9,0,10
SAL51088,8,61,74,16,7,166,27,188
SAL51089,0,3,11,9,6,24,0,24
SAL51090,0,4,10,8,5,26,10,29
SAL51091,0,5,7,0,0,10,0,12
SAL51092,0,25,68,45,41,180,17,195
SAL51093,116,626,495,200,105,1534,178,1710
SAL51094,0,4,11,6,15,36,5,36
SAL51095,4,17,4,4,4,32,7,40
SAL51096,0,3,10,0,0,10,4,16
SAL51097,0,0,0,0,0,0,0,0
SAL51098,162,1179,1652,484,235,3712,77,3790
SAL51099,0,5,13,6,11,38,0,39
SAL51100,0,0,6,0,5,3,0,9
SAL51101,0,3,13,11,10,28,8,33
SAL51102,4,25,28,19,17,92,3,98
SAL51103,0,0,3,0,0,4,0,4
SAL51104,0,3,13,4,13,28,0,31
SAL51105,0,0,0,0,0,0,0,3
SAL51106,0,9,0,0,0,6,0,13
SAL51107,0,8,9,5,8,23,17,40
SAL51108,0,0,3,0,0,6,0,6
SAL51109,0,24,25,8,10,70,10,78
SAL51110,0,10,17,6,11,40,4,45
SAL51111,137,543,561,192,98,1530,225,1758
SAL51112,7,15,3,0,4,28,3,29
SAL51113,21,289,654,293,127,1386,251,1639
SAL51114,0,28,35,21,20,104,6,106
SAL51115,0,0,6,10,3,25,0,25
SAL51116,0,59,16,0,4,75,3,79
SAL51117,0,0,5,0,3,11,0,11
SAL51118,0,7,10,3,6,32,0,30
SAL51119,0,3,11,8,10,30,4,34
SAL51120,0,0,5,3,5,16,4,13
SAL51121,0,0,3,0,4,8,0,8
SAL51122,395,2443,1853,437,152,5281,358,5639
SAL51123,0,3,0,3,3,16,0,16
SAL51124,116,918,1204,447,277,2966,72,3034
SAL51125,4,22,13,12,0,50,0,52
SAL51126,0,0,6,3,5,9,0,9
SAL51127,27,127,62,17,15,249,62,304
SAL51128,0,0,0,3,3,9,6,15
SAL51129,0,0,0,0,0,0,0,0
SAL51130,79,517,626,176,105,1498,51,1550
SAL51131,0,0,0,0,0,3,0,7
SAL51132,0,15,43,24,25,112,9,122
SAL51133,0,0,0,0,0,7,0,6
SAL51134,0,0,0,0,0,0,8,7
SAL51135,32,536,680,177,80,1495,52,1546
SAL51136,3,36,111,64,54,276,18,294
SAL51137,0,0,0,0,0,3,0,3
SAL51138,104,704,660,144,70,1679,85,1762
SAL51139,0,10,22,10,6,54,6,58
SAL51140,0,11,8,0,3,23,3,28
SAL51141,0,0,3,0,9,10,0,10
SAL51142,0,0,5,4,5,20,11,28
SAL51143,0,3,3,3,0,8,0,9
SAL51144,3,101,217,92,43,451,8,462
SAL51145,0,0,0,0,3,9,0,11
SAL51146,0,0,7,5,3,11,4,12
SAL51147,295,1598,1451,381,151,3876,142,4017
SAL51148,3,31,42,19,23,119,32,147
SAL51149,0,0,0,0,4,5,0,5
SAL51150,0,11,13,3,8,44,12,54
SAL51151,0,0,4,0,0,5,0,4
SAL51152,4,13,20,7,6,53,0,53
SAL51153,13,140,42,13,18,223,21,247
SAL51154,0,0,0,0,6,5,0,5
SAL51155,0,0,3,0,0,10,0,10
SAL51156,8,116,127,62,41,352,17,368
SAL51157,187,927,876,340,163,2484,257,2740
SAL51158,8,101,119,56,29,313,59,369
SAL51159,136,379,72,7,0,607,136,737
SAL51160,0,34,34,13,12,93,29,122
SAL51161,0,0,0,0,0,3,0,3
SAL51162,3,9,20,12,14,68,9,73
SAL51163,0,4,3,0,0,6,0,10
SAL51164,0,0,7,5,4,13,0,15
SAL51165,18,27,10,6,0,53,8,62
SAL51166,0,5,6,0,0,8,0,10
SAL51167,43,184,129,39,17,406,76,480
SAL51168,5,22,12,9,10,57,16,70
SAL51169,0,0,0,3,0,5,3,8
SAL51170,0,13,25,10,16,66,6,73
SAL51171,0,30,35,16,16,95,8,104
SAL51172,15,104,62,18,13,208,10,216
SAL51173,0,0,0,0,0,0,0,0
SAL51174,4,79,276,209,279,849,20,868
SAL51175,7,114,165,77,28,388,32,423
SAL51176,37,592,1208,536,323,2692,69,2766
SAL51177,0,0,5,4,3,10,0,14
SAL51178,0,0,3,4,4,12,4,15
SAL51179,0,13,40,23,30,109,7,116
SAL51180,0,13,14,7,4,45,7,52
SAL51181,26,210,132,45,18,427,120,548
SAL51182,8,11,4,0,0,25,3,29
SAL51183,0,0,0,0,0,0,0,3
SAL51184,55,352,262,101,50,821,51,876
SAL51185,21,116,62,46,65,311,36,344
SAL51186,0,4,0,0,0,11,0,11
SAL51187,0,0,5,3,9,13,0,15
SAL51188,15,97,25,5,6,148,30,179
SAL51189,144,687,577,217,94,1722,146,1870
SAL51190,186,1108,649,114,52,2109,171,2281
SAL51191,0,18,24,14,3,65,12,78
SAL51192,64,964,1507,472,195,3206,63,3266
SAL51193,0,19,13,17,11,55,4,65
SAL51194,0,0,14,0,16,28,0,28
SAL51195,0,0,0,0,0,7,0,6
SAL51196,0,3,5,0,7,23,0,25
SAL51197,214,1439,1248,262,112,3274,123,3399
SAL51198,10,31,8,3,0,60,3,65
SAL51199,0,0,0,3,4,6,0,6
SAL51200,21,7,3,4,0,37,13,54
SAL51201,15,178,101,39,25,363,50,416
SAL51202,0,6,21,21,14,62,0,60
SAL51203,4,136,34,8,3,192,10,199
SAL51204,0,0,0,0,0,0,0,0
SAL51205,7,138,328,177,165,813,17,828
SAL51206,0,0,0,0,0,0,0,4
SAL51207,0,0,0,11,4,20,0,18
SAL51208,0,24,60,51,48,183,0,189
SAL51209,93,778,993,286,170,2322,55,2383
SAL51210,146,938,815,288,135,2325,159,2482
SAL51211,0,3,15,3,4,24,3,24
SAL51212,9,0,0,0,0,9,0,9
SAL51213,0,3,13,6,7,26,0,32
SAL51214,0,7,8,6,0,24,0,24
SAL51215,5,18,4,0,0,26,8,31
SAL51216,0,0,0,0,0,0,0,0
SAL51217,0,16,15,4,0,32,0,33
SAL51218,4,30,5,3,4,44,18,62
SAL51219,29,480,706,213,94,1519,58,1572
SAL51220,0,8,5,4,0,23,0,23
SAL51221,0,4,8,0,0,10,5,15
SAL51222,42,319,263,91,41,763,173,935
SAL51223,0,95,168,54,23,348,9,354
SAL51224,20,128,127,46,25,345,18,369
SAL51225,16,136,201,98,68,526,18,540
SAL51226,0,58,105,25,10,197,14,208
SAL51227,4,42,31,9,10,93,47,144
SAL51228,0,6,12,0,3,18,0,22
SAL51229,0,11,5,0,0,10,0,10
SAL51230,1474,3414,997,144,51,6082,782,6867
SAL51231,0,0,0,0,0,0,0,0
SAL51232,0,11,20,9,16,51,5,62
SAL51233,0,0,0,3,0,8,0,5
SAL51234,38,1063,2632,638,219,4587,94,4678
SAL51235,0,3,6,3,5,21,3,21
SAL51236,53,351,345,111,59,917,84,997
SAL51237,9,30,61,54,43,204,9,212
SAL51238,0,6,6,0,5,16,0,18
SAL51239,0,37,14,5,10,69,17,91
SAL51240,0,7,15,22,17,66,5,69
SAL51241,0,0,9,0,0,15,0,15
SAL51242,0,0,0,4,0,9,0,9
SAL51243,0,0,3,3,6,18,7,28
SAL51244,27,127,108,36,22,317,32,344
SAL51245,0,12,16,16,24,75,20,97
SAL51246,0,4,7,7,8,27,3,26
SAL51247,70,675,639,249,156,1792,131,1916
SAL51248,3,71,116,82,62,335,48,385
SAL51249,0,0,3,4,0,8,0,8
SAL51250,0,4,9,6,10,29,0,37
SAL51251,8,3,3,4,4,21,3,25
SAL51252,0,8,10,3,16,37,13,51
SAL51253,10,11,0,0,0,22,3,30
SAL51254,3,91,67,13,9,190,78,269
SAL51255,0,27,29,12,21,89,12,95
SAL51256,3,25,52,28,26,134,6,143
SAL51257,6,28,20,3,5,59,0,59
SAL51258,37,306,232,72,24,677,86,762
SAL51259,73,604,626,209,103,1610,256,1868
SAL51260,118,1361,1891,713,352,4437,207,4638
SAL51261,0,0,0,0,0,0,0,0
SAL51262,4,57,52,17,3,125,6,129
SAL51263,0,9,21,11,10,54,4,58
SAL51264,0,29,40,6,8,85,14,98
SAL51265,0,0,0,0,0,0,5,4
SAL51266,0,0,6,3,0,8,0,13
SAL51267,8,33,7,0,0,55,3,57
SAL51268,13,86,75,30,17,214,73,292
SAL51269,0,3,10,3,4,27,5,31
SAL51270,0,27,66,47,18,160,0,158
SAL51271,160,948,907,283,143,2450,155,2608
SAL51272,0,6,9,7,5,28,3,30
SAL51273,0,0,0,6,0,8,0,8
SAL51274,0,0,3,4,0,7,0,9
SAL51275,7,161,241,87,54,560,30,590
SAL51276,0,4,7,0,0,16,0,18
SAL51277,3,27,23,6,0,67,13,78
SAL51278,87,813,1283,536,287,3008,154,3157
SAL51279,3,18,28,14,8,69,6,79
SAL51280,61,282,186,68,28,627,126,749
SAL51281,14,71,77,34,34,225,18,247
SAL51282,28,378,328,146,76,957,42,1003
SAL51283,0,0,0,0,3,5,3,7
SAL51284,0,0,3,6,5,14,0,17
SAL51285,0,3,10,7,6,24,0,24
SAL51286,0,0,9,0,5,13,10,24
SAL51287,164,719,689,201,79,1845,132,1979
SAL51288,0,11,19,8,0,39,3,47
SAL51289,0,11,25,16,16,65,12,79
SAL51290,0,8,3,3,3,19,7,21
SAL51291,0,4,0,0,0,4,0,3
SAL51292,0,8,0,0,3,15,0,14
SAL51293,0,9,30,25,21,90,0,93
SAL51294,0,0,0,0,0,0,0,0
SAL51295,0,0,0,0,0,0,0,0
SAL51296,74,602,611,184,111,1590,79,1675
SAL51297,0,0,14,12,7,33,0,37
SAL51298,61,679,952,271,124,2081,39,2127
SAL51299,436,2381,1559,339,148,4860,248,5110
SAL51300,0,35,85,64,47,246,11,256
SAL51301,643,3288,2071,579,300,6885,401,7285
SAL51302,16,18,5,4,0,38,5,47
SAL51303,0,0,0,0,0,0,0,0
SAL51304,3,6,13,7,9,40,6,40
SAL51305,54,69,75,21,13,237,18,252
SAL51306,22,516,161,39,34,766,96,865
SAL51307,0,39,121,68,65,294,11,309
SAL51308,33,489,1028,509,391,2445,61,2506
SAL51309,0,20,40,11,8,79,8,82
SAL51310,0,25,29,10,13,82,0,83
SAL51311,0,0,4,0,5,9,0,9
SAL51312,54,362,495,189,104,1210,42,1254
SAL51313,0,0,0,0,0,0,0,0
SAL51314,120,12,7,0,0,143,42,184
SAL51315,0,0,10,8,7,26,0,24
SAL51316,0,4,30,13,22,74,10,80
SAL51317,0,0,3,9,7,17,0,21
SAL51318,0,3,3,6,7,18,5,21
SAL51319,121,1071,1173,468,196,3033,116,3155
SAL51320,4,7,17,13,6,52,0,53
SAL51321,25,257,389,165,87,927,12,937
SAL51322,30,228,313,86,69,725,22,745
SAL51323,5,96,175,62,36,372,8,378
SAL51324,0,0,0,0,0,0,0,0
SAL51325,0,0,0,0,0,0,0,0
SAL51326,3,25,29,3,8,67,12,75
SAL51327,0,7,14,6,8,31,10,36
SAL51328,15,71,128,83,70,359,7,367
SAL51329,0,8,10,4,10,35,9,37
SAL51330,296,3397,3004,664,273,7629,421,8053
SAL51331,0,4,0,0,0,4,0,4
SAL51332,0,37,67,42,23,175,37,209
SAL51333,0,8,7,0,0,20,4,27
SAL51334,0,9,6,9,0,18,8,28
SAL51335,0,0,8,13,3,25,0,29
SAL51336,3,21,12,6,0,42,14,60
SAL51337,47,908,1769,737,400,3856,87,3944
SAL51338,0,20,23,10,10,60,4,66
SAL51339,13,182,290,174,187,841,69,910
SAL51340,107,996,1599,539,311,3550,214,3766
SAL51341,0,3,14,5,3,25,22,46
SAL51342,0,68,117,44,18,251,33,284
SAL51343,0,0,3,0,0,9,0,9
SAL51344,0,0,0,0,0,0,0,0
SAL51345,50,506,772,239,130,1702,33,1732
SAL51346,142,846,601,142,44,1779,54,1837
SAL51347,0,0,4,0,0,6,0,6
SAL51348,143,792,646,172,93,1842,96,1935
SAL51349,0,3,0,0,0,0,0,3
SAL51350,0,8,7,7,4,19,0,28
SAL51351,12,204,232,68,42,557,24,585
SAL51352,11,307,486,165,75,1051,18,1065
SAL51353,11,101,113,31,19,280,20,299
SAL51354,18,337,609,241,125,1331,43,1368
SAL51355,0,0,0,0,0,0,0,0
SAL51356,0,0,0,0,0,0,0,0
SAL51357,0,0,10,8,5,19,6,23
SAL51358,0,0,0,0,0,0,0,0
SAL51359,41,395,560,226,160,1384,230,1615
SAL51360,67,609,1254,490,287,2703,94,2794
SAL51361,0,0,0,0,0,6,0,7
SAL51362,29,155,154,60,41,440,163,600
SAL51363,225,1525,1382,365,172,3665,172,3839
SAL51364,0,5,4,0,0,9,4,8
SAL51365,28,131,115,34,14,325,76,397
SAL51366,0,0,0,6,3,8,0,8
SAL51367,0,5,11,7,0,22,0,24
SAL51368,102,687,497,139,60,1490,64,1554
SAL51369,0,0,0,6,4,3,0,3
SAL51370,0,21,19,10,6,53,4,55
SAL51371,29,408,652,204,91,1390,37,1426
SAL51372,244,1147,1399,510,215,3517,758,4279
SAL51373,77,523,585,229,119,1534,128,1663
SAL51374,0,0,4,0,0,8,0,9
SAL51375,0,7,10,3,7,30,0,38
SAL51376,0,4,5,0,0,5,5,8
SAL51377,89,681,861,325,164,2120,98,2219
SAL51378,0,0,4,0,3,10,3,14
SAL51379,3,9,4,0,0,23,7,23
SAL51380,0,0,9,0,5,13,0,13
SAL51381,338,2716,1951,456,195,5655,256,5908
SAL51382,0,13,23,6,10,54,9,66
SAL51383,0,0,9,3,8,18,5,21
SAL51384,0,3,0,0,0,9,3,7
SAL51385,0,6,15,4,9,38,8,48
SAL51386,0,0,10,3,0,14,3,19
SAL51387,0,0,5,0,0,9,0,9
SAL51388,0,6,0,3,0,7,0,6
SAL51389,0,6,0,0,0,6,4,6
SAL51390,19,492,612,225,117,1457,69,1528
SAL51391,0,11,14,7,6,40,0,48
SAL51392,0,6,4,3,9,28,0,26
SAL51393,23,110,94,25,21,278,24,298
SAL51394,55,854,1873,695,373,3844,113,3956
SAL51395,54,274,226,92,43,688,133,827
SAL51396,266,1751,1625,506,289,4438,168,4605
SAL51397,115,644,481,134,60,1439,66,1501
SAL51398,3,23,8,8,3,45,5,45
SAL51399,0,17,30,29,15,86,12,97
SAL51400,0,0,0,0,0,0,0,3
SAL51401,180,60,26,13,7,284,8,289
SAL51402,173,747,714,198,104,1927,98,2028
SAL51403,0,3,10,8,7,24,4,31
SAL51404,0,16,42,34,50,151,3,151
SAL51405,133,943,1664,571,300,3610,77,3684
SAL51406,0,15,23,18,4,58,11,72
SAL51407,0,0,0,0,0,0,0,0
SAL51408,13,169,345,201,149,879,24,901
SAL51409,0,8,0,0,0,8,0,8
SAL51410,3,59,180,74,76,389,10,401
SAL51411,3,29,112,60,62,262,3,270
SAL51412,0,0,3,0,0,4,0,4
SAL51413,53,476,450,180,60,1222,60,1281
SAL51414,6,4,3,0,0,17,0,16
SAL51415,55,45,4,0,0,102,9,110
SAL51416,471,2349,1337,273,92,4514,200,4721
SAL51417,152,1328,1750,529,229,3988,106,4094
SAL51418,0,4,17,6,5,30,4,33
SAL51419,17,250,281,64,34,645,47,692
SAL51420,197,1047,1152,460,275,3139,156,3294
SAL51421,33,405,766,208,102,1519,40,1565
SAL51422,0,8,22,9,13,45,3,53
SAL51423,0,31,10,0,3,48,20,68
SAL51424,9,9,13,11,8,55,9,65
SAL51425,0,0,5,0,0,4,4,11
SAL51426,0,3,3,0,3,10,0,10
SAL51427,0,0,0,0,0,0,0,0
SAL51428,0,0,0,0,0,0,0,0
SAL51429,0,0,0,0,0,0,0,0
SAL51430,6,44,21,20,3,103,14,117
SAL51431,0,32,15,7,0,58,14,70
SAL51432,0,0,3,0,0,6,0,6
SAL51433,73,37,13,3,0,116,4,125
SAL51434,0,0,0,3,6,5,0,10
SAL51435,61,793,1396,506,292,3053,70,3119
SAL51436,14,167,225,93,14,515,24,541
SAL51437,0,0,0,5,0,3,0,3
SAL51438,0,0,0,9,3,11,0,11
SAL51439,0,7,8,11,8,35,8,37
SAL51440,30,28,6,0,0,60,0,66
SAL51441,0,3,8,3,9,22,0,22
SAL51442,0,20,30,20,16,84,9,92
SAL51443,0,0,0,3,0,8,0,8
SAL51444,0,5,5,4,7,22,0,22
SAL51445,0,0,0,0,0,0,0,0
SAL51446,13,364,837,382,252,1850,46,1896
SAL51447,0,9,10,9,8,31,0,31
SAL51448,340,2738,3338,1235,688,8330,335,8664
SAL51449,6,64,39,10,8,132,26,158
SAL51450,0,4,6,3,10,31,0,31
SAL51451,0,0,0,0,0,0,0,0
SAL51452,0,0,11,0,0,8,4,14
SAL51453,0,5,11,7,3,24,0,29
SAL51454,0,0,0,0,0,0,0,0
SAL51455,11,8,0,0,0,15,4,19
SAL51456,47,455,361,125,47,1043,138,1179
SAL51457,0,0,0,3,0,7,0,7
SAL51458,23,210,191,61,66,551,94,640
SAL51459,0,3,4,0,3,8,0,11
SAL51460,0,0,0,0,0,0,0,0
SAL51461,0,0,3,0,4,11,0,11
SAL51462,4,14,51,17,24,118,28,140
SAL51463,0,9,12,7,4,30,4,31
SAL51464,0,3,0,0,0,3,0,7
SAL51465,0,0,0,0,0,0,0,0
SAL51466,8,23,13,11,3,51,4,61
SAL51467,12,441,801,159,71,1478,35,1517
SAL51468,0,14,21,8,10,48,3,58
SAL51469,0,0,0,0,0,0,0,0
SAL51470,21,256,459,164,99,998,33,1034
SAL51471,0,6,4,4,5,14,3,16
SAL51472,271,1905,1113,214,78,3568,202,3773
SAL51473,0,0,0,0,3,5,0,5
SAL51474,0,3,9,9,7,24,0,25
SAL51475,37,451,536,191,117,1337,99,1435
SAL51476,0,7,13,0,0,24,3,25
SAL51477,0,0,4,0,0,12,0,12
SAL51478,0,10,48,30,27,117,7,121
SAL51479,0,0,0,0,0,0,0,0
SAL51480,0,9,22,21,7,59,0,63
SAL51481,0,0,0,0,0,0,0,0
SAL51482,4,36,77,44,45,205,7,210
SAL51483,0,4,5,9,0,17,0,23
SAL51484,3,30,19,0,6,53,18,74
SAL51485,38,278,316,98,52,779,114,893
SAL51486,24,184,189,63,24,485,72,559
SAL51487,0,0,0,0,0,0,0,0
SAL51488,0,3,7,0,0,19,5,23
SAL51489,8,238,434,131,111,922,27,949
SAL51490,431,2120,1261,256,106,4174,235,4406
SAL51491,0,0,0,0,0,0,0,0
